playerID,year,GP,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,fgPct,ftPct,threePct,allNBA,MVP,DPY
johnsed03,1986,81,30.33,18.72,1.8,2.56,4.36,3.1,0.52,0.23,2.01,2.69,16.16,7.48,3.98,3.3,1.46,0.46,46.29,82.92,31.36,0,0,0
johnsed03,1987,73,29.82,17.73,1.66,2.7,4.36,2.47,0.45,0.12,1.9,2.6,15.21,7.3,3.29,2.79,1.29,0.33,48.02,85.0,25.53,0,0,0
johnsed03,1988,70,29.19,21.49,1.3,3.07,4.37,2.31,0.67,0.1,1.74,2.83,17.49,8.69,3.57,3.1,2.46,1.01,49.67,86.8,41.28,0,0,0
johnsed03,1989,64,28.3,16.88,1.08,2.77,3.84,1.67,0.5,0.16,1.69,2.72,14.17,6.42,3.2,2.94,2.88,1.09,45.31,91.71,38.04,0,0,0
johnsed03,1990,81,25.74,16.72,1.32,2.02,3.35,1.37,0.72,0.11,1.51,2.23,13.85,6.7,3.17,2.83,1.48,0.48,48.4,89.11,32.5,0,0,0
johnsed03,1991,81,29.21,17.11,1.46,2.15,3.6,1.99,0.68,0.14,1.6,2.46,14.37,6.59,4.17,3.59,1.32,0.33,45.88,86.09,25.23,0,0,0
johnsed03,1992,82,22.79,14.35,1.51,1.8,3.32,1.65,0.44,0.05,1.63,2.11,12.09,5.65,3.13,2.85,0.68,0.21,46.72,91.05,30.36,0,0,0
johnsed03,1993,73,20.0,11.45,1.1,1.97,3.07,1.71,0.49,0.11,1.15,1.96,10.11,4.64,1.74,1.36,2.05,0.81,45.93,77.95,39.33,0,0,0
johnsed03,1995,62,16.16,7.66,0.73,1.74,2.47,1.11,0.32,0.06,0.9,1.68,7.03,2.9,1.27,1.13,2.06,0.73,41.28,88.61,35.16,0,0,0
johnsed03,1996,52,17.56,8.15,0.52,2.13,2.65,1.0,0.29,0.04,0.9,1.56,6.96,3.08,1.31,1.06,2.52,0.94,44.2,80.88,37.4,0,0,0
johnsed03,1997,75,19.87,8.44,0.67,1.37,2.04,1.17,0.43,0.04,0.83,1.19,7.25,3.03,1.81,1.51,2.64,0.88,41.73,83.09,33.33,0,0,0
johnsed03,1998,3,6.0,4.0,0.0,0.67,0.67,0.33,0.0,0.0,0.67,1.0,4.33,2.0,0.0,0.0,0.33,0.0,46.15,,0.0,0,0,0
johnser01,1989,48,5.67,1.12,0.17,0.42,0.58,1.33,0.35,0.04,0.54,1.02,1.75,0.42,0.35,0.27,0.12,0.02,23.81,76.47,16.67,0,0,0
johnser02,1993,45,6.22,2.6,1.07,1.56,2.62,0.16,0.22,0.49,0.53,1.0,2.36,0.98,1.02,0.64,0.0,0.0,41.51,63.04,,0,0,0
johnser02,1994,64,14.17,3.11,1.58,2.94,4.52,0.25,0.27,1.05,0.84,2.55,3.0,1.33,0.72,0.45,0.02,0.0,44.27,63.04,0.0,0,0,0
johnser02,1995,81,18.75,5.51,1.59,3.75,5.35,0.59,0.49,1.59,1.21,3.02,4.35,2.22,1.57,1.05,0.04,0.01,51.14,66.93,33.33,0,0,0
johnser02,1996,82,31.7,7.1,2.82,8.32,11.13,0.87,0.79,2.77,1.44,3.51,5.7,2.96,1.9,1.17,0.02,0.0,52.03,61.54,0.0,0,0,0
johnser02,1997,81,27.91,8.01,2.99,5.47,8.46,0.73,0.98,1.95,1.44,3.96,5.81,3.12,2.94,1.77,0.0,0.0,53.72,60.08,,0,0,0
johnser02,1998,50,20.54,5.12,2.4,4.0,6.4,0.38,0.58,1.14,0.94,3.02,3.78,1.92,2.1,1.28,0.0,0.0,50.79,60.95,,0,0,0
johnser02,1999,80,26.61,4.79,2.91,5.19,8.1,0.55,1.01,1.59,1.0,3.72,3.49,1.8,1.96,1.19,0.01,0.0,51.61,60.51,0.0,0,0,0
johnser02,2000,82,24.16,3.24,2.5,4.98,7.48,0.49,0.54,1.18,0.57,3.13,2.41,1.32,1.13,0.61,0.0,0.0,54.55,53.76,,0,0,0
johnser02,2001,81,20.48,2.57,1.75,4.0,5.75,0.33,0.46,1.01,0.64,2.7,2.38,1.1,0.81,0.37,0.01,0.0,46.11,45.45,0.0,0,0,0
johnser02,2002,69,16.96,2.2,1.7,2.57,4.26,0.35,0.49,0.91,0.49,2.58,1.96,0.88,0.64,0.43,0.0,0.0,45.19,68.18,,0,0,0
johnser02,2003,66,14.62,1.92,0.92,2.59,3.52,0.36,0.41,0.65,0.45,2.36,1.56,0.83,0.42,0.26,0.02,0.0,53.4,60.71,0.0,0,0,0
johnser02,2004,46,8.91,1.59,0.93,1.52,2.46,0.13,0.15,0.28,0.39,1.87,1.17,0.61,0.54,0.35,0.02,0.02,51.85,64.0,100.0,0,0,0
johnser02,2005,18,4.5,0.83,0.28,1.06,1.33,0.11,0.06,0.11,0.28,1.28,0.94,0.39,0.11,0.06,0.0,0.0,41.18,50.0,,0,0,0
johnsfr01,1981,79,25.66,10.66,0.43,1.43,1.86,4.81,0.96,0.09,2.03,2.48,10.28,4.25,2.58,1.94,1.0,0.22,41.38,75.0,21.52,0,0,0
johnsfr01,1982,68,34.18,12.53,0.68,1.94,2.62,8.07,1.62,0.09,3.5,2.5,11.56,4.72,3.84,2.88,0.9,0.21,40.84,75.1,22.95,0,0,0
johnsfr01,1983,82,32.76,11.98,0.71,1.54,2.24,6.91,1.17,0.07,2.33,2.12,10.24,4.78,3.07,2.28,0.52,0.13,46.67,74.21,25.58,0,0,0
johnsfr01,1984,46,20.11,9.3,0.5,0.87,1.37,3.11,0.93,0.07,1.28,1.57,7.78,3.8,2.09,1.57,0.37,0.13,48.88,75.0,35.29,0,0,0
johnsfr01,1985,14,28.71,12.57,0.5,1.5,2.0,5.43,0.79,0.07,2.07,2.14,11.0,4.93,3.86,2.71,0.21,0.0,44.81,70.37,0.0,0,0,0
johnsfr01,1986,18,22.17,8.5,0.56,1.11,1.67,3.22,1.17,0.0,1.72,1.72,7.11,3.28,2.72,1.94,0.06,0.0,46.09,71.43,0.0,0,0,0
johnsfr01,1987,75,16.77,7.39,0.52,1.09,1.61,2.51,0.93,0.05,1.32,1.6,6.64,2.88,1.99,1.61,0.12,0.01,43.37,81.21,11.11,0,0,0
johnsfr01,1988,67,13.12,4.39,0.33,0.85,1.18,2.7,0.63,0.0,1.52,1.36,3.67,1.63,1.39,1.12,0.09,0.01,44.31,80.65,16.67,0,0,0
johnsfr01,1992,77,14.57,4.31,0.53,0.94,1.47,2.42,0.78,0.1,1.04,1.44,4.05,1.77,0.99,0.77,0.16,0.01,43.59,77.63,8.33,0,0,0
johnsfr01,1993,70,12.5,4.63,0.41,0.76,1.17,2.11,0.59,0.01,0.93,1.71,4.27,1.91,0.99,0.77,0.17,0.03,44.82,78.26,16.67,0,0,0
johnsge02,1979,81,26.16,7.22,2.37,5.06,7.43,2.14,0.65,3.19,2.46,3.85,6.7,3.06,1.56,1.1,0.01,0.0,45.67,70.63,0.0,0,0,0
johnsge02,1980,82,23.6,4.98,2.62,4.72,7.34,1.12,0.57,3.39,1.34,3.33,4.23,2.0,1.33,0.98,0.0,0.0,47.26,73.39,,0,0,0
johnsge02,1981,75,21.04,3.0,2.03,4.03,6.05,1.05,0.27,3.12,1.23,3.45,2.6,1.21,0.85,0.57,0.0,0.0,46.67,67.19,,0,0,0
johnsge02,1982,37,12.46,1.73,1.19,1.97,3.16,0.46,0.27,1.59,0.51,1.86,1.54,0.68,0.51,0.38,0.0,0.0,43.86,73.68,,0,0,0
johnsge02,1984,65,12.31,1.65,1.14,1.71,2.85,0.34,0.29,1.2,0.6,2.32,1.22,0.65,0.42,0.34,0.02,0.02,53.16,81.48,100.0,0,0,0
johnsge02,1985,41,6.44,0.85,0.63,0.83,1.46,0.32,0.15,0.9,0.34,1.12,0.56,0.29,0.39,0.27,0.0,0.0,52.17,68.75,,0,0,0
johnsge03,1979,75,25.84,10.24,2.53,5.25,7.79,2.09,1.12,0.89,1.97,3.47,8.65,4.12,2.52,1.97,0.12,0.03,47.61,78.31,22.22,0,0,0
johnsge03,1980,43,21.63,10.63,2.3,4.16,6.47,2.0,1.09,0.53,1.98,2.79,9.16,4.23,2.84,2.16,0.12,0.0,46.19,76.23,0.0,0,0,0
johnsge03,1981,59,12.2,5.08,1.22,2.46,3.68,0.68,0.61,0.42,1.15,2.49,4.93,2.03,1.36,1.02,0.03,0.0,41.24,75.0,0.0,0,0,0
johnsge03,1982,82,28.01,11.6,2.15,4.5,6.65,2.68,0.94,0.65,2.95,3.4,10.46,4.99,2.1,1.54,0.46,0.09,47.67,73.26,18.42,0,0,0
johnsge03,1983,81,25.59,13.04,1.72,3.96,5.68,2.41,1.01,0.6,2.3,3.16,10.91,5.07,3.33,2.75,0.58,0.14,46.49,82.59,23.4,0,0,0
johnsge03,1984,55,13.75,4.8,0.87,2.11,2.98,0.69,0.56,0.29,0.89,1.8,4.78,1.95,1.02,0.89,0.18,0.02,40.68,87.5,10.0,0,0,0
johnsge03,1985,2,3.5,2.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,1.0,1.0,0.0,0.0,33.33,100.0,,0,0,0
johnsiv01,2011,56,16.68,6.36,1.16,2.88,4.04,0.57,0.77,0.32,1.23,2.07,4.91,2.52,1.79,1.29,0.11,0.04,51.27,72.0,33.33,0,0,0
johnsja01,2009,65,11.65,3.94,0.52,1.45,1.97,0.74,0.32,0.66,0.95,1.94,3.23,1.46,1.08,0.78,0.71,0.23,45.24,72.86,32.61,0,0,0
johnsja01,2010,38,21.63,7.13,0.97,2.76,3.74,2.34,0.87,0.97,1.68,2.5,6.24,2.84,1.87,1.24,0.89,0.21,45.57,66.2,23.53,0,0,0
johnsja01,2011,62,25.18,9.13,1.19,3.52,4.71,1.97,1.15,1.35,1.63,2.85,8.35,3.76,1.85,1.31,0.97,0.31,44.98,70.43,31.67,0,0,0
johnsja02,2011,36,8.28,3.17,0.56,1.06,1.61,0.17,0.14,0.39,0.39,0.69,3.36,1.5,0.25,0.17,0.0,0.0,44.63,66.67,,0,0,0
johnsji01,1982,23,8.3,1.35,0.65,1.35,2.0,0.48,0.13,0.3,0.65,1.43,1.3,0.48,0.87,0.39,0.0,0.0,36.67,45.0,,0,0,0
johnsjo01,1979,81,31.27,11.3,2.01,3.25,5.26,5.23,0.94,0.43,3.05,2.63,9.53,4.65,2.48,1.99,0.0,0.0,48.83,80.1,,0,0,0
johnsjo01,1980,80,29.05,11.49,1.69,2.84,4.53,3.9,0.71,0.31,2.88,2.52,10.82,4.66,2.68,2.16,0.01,0.0,43.07,80.84,0.0,0,0,0
johnsjo01,1981,14,13.36,4.21,0.21,1.07,1.29,2.07,0.29,0.21,1.21,1.43,3.21,1.57,1.43,1.07,0.0,0.0,48.89,75.0,,0,0,0
johnsjo02,2001,77,24.88,7.55,0.97,2.36,3.34,2.32,0.77,0.26,0.92,1.48,7.58,3.26,0.69,0.53,1.69,0.49,42.98,77.36,29.23,0,0,0
johnsjo02,2002,82,27.5,9.79,0.7,2.52,3.22,2.56,0.76,0.23,1.32,1.74,9.71,3.85,1.51,1.17,2.5,0.91,39.7,77.42,36.59,0,0,0
johnsjo02,2003,82,40.62,16.67,0.98,3.72,4.7,4.41,1.13,0.32,2.43,2.16,15.74,6.77,2.83,2.12,3.32,1.01,42.99,75.0,30.51,0,0,0
johnsjo02,2004,82,39.51,17.07,1.46,3.68,5.15,3.55,0.96,0.29,1.8,2.04,14.38,6.63,2.2,1.65,4.51,2.16,46.14,75.0,47.84,0,0,0
johnsjo02,2005,82,40.73,20.16,1.2,2.89,4.09,6.54,1.26,0.38,3.26,2.28,17.01,7.71,4.02,3.18,4.39,1.56,45.3,79.09,35.56,0,0,0
johnsjo02,2006,57,41.39,25.02,0.93,3.26,4.19,4.37,1.05,0.19,3.09,2.02,19.98,9.4,5.51,4.12,5.47,2.09,47.06,74.84,38.14,0,0,0
johnsjo02,2007,82,40.76,21.71,1.01,3.44,4.45,5.78,1.02,0.22,2.72,2.05,18.24,7.89,4.65,3.87,5.4,2.06,43.25,83.2,38.15,0,0,0
johnsjo02,2008,79,39.53,21.37,0.82,3.56,4.38,5.76,1.06,0.24,2.47,2.23,17.97,7.85,4.58,3.78,5.24,1.89,43.66,82.6,35.99,0,0,0
johnsjo02,2009,76,37.97,21.3,0.97,3.67,4.64,4.86,1.08,0.07,1.91,1.91,18.24,8.36,3.54,2.89,4.61,1.7,45.82,81.78,36.86,1,0,0
johnsjo02,2010,72,35.47,18.22,0.82,3.22,4.04,4.69,0.65,0.1,2.03,1.82,16.12,7.14,3.38,2.71,4.17,1.24,44.27,80.25,29.67,0,0,0
johnsjo02,2011,60,35.45,18.82,0.88,2.8,3.68,3.85,0.8,0.22,1.93,1.25,15.53,7.05,3.1,2.63,5.37,2.08,45.39,84.95,38.82,0,0,0
johnska01,1987,4,3.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.75,0.25,0.0,0.0,0.0,0.0,33.33,,,0,0,0
johnske01,1985,64,12.73,4.11,1.41,2.39,3.8,0.3,0.2,0.34,0.92,2.3,3.34,1.77,1.33,0.58,0.0,0.0,52.8,43.53,,0,0,0
johnske02,1987,80,23.96,9.15,0.45,1.94,2.39,5.46,1.29,0.3,1.82,1.94,7.45,3.44,2.64,2.21,0.3,0.06,46.14,83.89,20.83,0,0,0
johnske02,1988,81,39.25,20.37,0.57,3.63,4.2,12.23,1.67,0.3,3.98,2.79,13.93,7.04,7.11,6.27,0.27,0.02,50.53,88.19,9.09,1,0,0
johnske02,1989,74,37.59,22.5,0.57,3.08,3.65,11.43,1.28,0.19,3.55,1.93,15.66,7.81,8.08,6.77,0.55,0.11,49.87,83.78,19.51,1,0,0
johnske02,1990,77,36.0,22.21,0.7,2.82,3.52,10.14,2.12,0.14,3.49,2.26,14.87,7.68,8.0,6.74,0.57,0.12,51.62,84.25,20.45,1,0,0
johnske02,1991,78,37.17,19.69,0.78,2.96,3.74,10.72,1.49,0.29,3.49,2.31,14.42,6.91,7.12,5.74,0.59,0.13,47.91,80.72,21.74,1,0,0
johnske02,1992,49,33.53,16.14,0.61,1.51,2.12,7.84,1.73,0.39,3.08,2.04,11.53,5.76,5.63,4.61,0.16,0.02,49.91,81.88,12.5,0,0,0
johnske02,1993,67,36.55,20.0,0.82,1.67,2.49,9.51,1.87,0.15,3.51,1.9,14.63,7.12,6.93,5.67,0.4,0.09,48.67,81.9,22.22,1,0,0
johnske02,1994,47,28.77,15.53,0.68,1.77,2.45,7.66,1.0,0.38,2.23,1.87,11.13,5.23,6.15,4.98,0.55,0.09,47.04,80.97,15.38,0,0,0
johnske02,1995,56,35.84,18.7,0.75,3.2,3.95,9.23,1.46,0.23,3.04,2.57,12.04,6.11,7.11,6.11,1.02,0.38,50.74,85.93,36.84,0,0,0
johnske02,1996,70,37.97,20.14,0.77,2.84,3.61,9.33,1.46,0.17,3.1,2.01,12.71,6.3,7.36,6.27,2.89,1.27,49.55,85.24,44.06,0,0,0
johnske02,1997,50,25.8,9.52,0.7,2.58,3.28,4.9,0.54,0.16,2.02,1.14,6.94,3.1,3.72,3.24,0.52,0.08,44.67,87.1,15.38,0,0,0
johnske02,1999,6,18.83,6.67,0.0,2.67,2.67,4.0,0.33,0.0,1.17,1.0,4.67,2.67,1.17,1.17,0.17,0.17,57.14,100.0,100.0,0,0,0
johnske03,2002,16,9.75,2.0,0.25,1.75,2.0,0.0,0.06,0.75,0.38,1.25,2.31,0.94,0.38,0.12,0.0,0.0,40.54,33.33,,0,0,0
johnsla02,1991,82,37.16,19.22,3.94,7.02,10.96,3.56,0.99,0.62,1.95,2.74,15.34,7.51,4.99,4.13,0.27,0.06,48.97,82.89,22.73,0,0,0
johnsla02,1992,82,40.52,22.07,3.43,7.11,10.54,4.3,0.65,0.33,2.77,2.28,16.89,8.88,5.34,4.1,0.87,0.22,52.56,76.71,25.35,1,0,0
johnsla02,1993,51,34.45,16.35,2.8,5.98,8.78,3.61,0.57,0.27,2.27,2.57,13.18,6.78,3.86,2.69,0.41,0.1,51.49,69.54,23.81,0,0,0
johnsla02,1994,81,39.93,18.83,2.35,4.88,7.22,4.56,0.96,0.35,2.56,2.15,15.05,7.22,4.37,3.38,2.59,1.0,47.99,77.4,38.57,0,0,0
johnsla02,1995,81,40.42,20.49,3.07,5.36,8.43,4.38,0.68,0.53,2.25,2.14,15.12,7.2,6.96,5.27,2.26,0.83,47.59,75.71,36.61,0,0,0
johnsla02,1996,76,34.38,12.84,2.17,3.0,5.17,2.29,0.84,0.47,1.79,3.28,9.67,4.95,3.61,2.5,1.38,0.45,51.16,69.34,32.38,0,0,0
johnsla02,1997,70,34.46,15.53,2.5,3.23,5.73,2.14,0.57,0.19,1.81,2.76,12.63,6.13,4.04,3.06,0.9,0.21,48.53,75.62,23.81,0,0,0
johnsla02,1998,49,33.45,11.98,1.86,3.94,5.8,2.43,0.69,0.2,1.82,3.0,9.35,4.29,3.35,2.73,1.88,0.67,45.85,81.71,35.87,0,0,0
johnsla02,1999,70,32.59,10.71,1.24,4.19,5.43,2.5,0.6,0.1,1.34,2.93,9.31,4.03,2.39,1.83,2.49,0.83,43.25,76.65,33.33,0,0,0
johnsla02,2000,65,32.38,9.92,1.38,4.2,5.58,1.95,0.6,0.45,1.49,3.22,9.2,3.78,1.97,1.57,2.51,0.78,41.14,79.69,31.29,0,0,0
johnsle01,1980,12,7.5,1.42,0.5,1.33,1.83,0.08,0.0,0.42,0.58,1.5,2.08,0.58,0.42,0.25,0.0,0.0,28.0,60.0,,0,0,0
johnsli01,2003,41,17.9,4.22,1.44,3.02,4.46,0.66,0.9,0.78,0.9,2.2,4.95,1.76,0.9,0.54,0.8,0.17,35.47,59.46,21.21,0,0,0
johnsli01,2004,2,7.5,0.0,0.0,1.5,1.5,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,,0.0,0,0,0
johnsli01,2005,36,14.56,4.25,1.11,2.28,3.39,0.39,0.33,0.33,0.78,1.69,4.14,1.69,0.75,0.5,1.0,0.36,40.94,66.67,36.11,0,0,0
johnsli01,2006,54,13.33,4.19,0.96,2.06,3.02,0.33,0.61,0.33,0.5,1.87,3.52,1.72,0.69,0.56,0.56,0.19,48.95,81.08,33.33,0,0,0
johnsli01,2007,8,8.0,2.62,0.62,1.12,1.75,0.5,0.0,0.12,0.62,1.38,2.38,1.12,0.25,0.25,0.38,0.12,47.37,100.0,33.33,0,0,0
johnsli01,2008,10,5.4,0.9,0.3,0.5,0.8,0.2,0.1,0.0,0.2,0.7,1.1,0.4,0.0,0.0,0.2,0.1,36.36,,50.0,0,0,0
johnsma01,1979,77,34.88,21.7,2.82,4.53,7.35,3.55,1.3,0.91,2.4,2.25,16.45,8.95,4.78,3.78,0.12,0.03,54.38,79.08,22.22,1,0,0
johnsma01,1980,76,33.45,20.28,2.96,3.86,6.82,4.55,1.51,0.54,2.5,2.58,15.17,8.37,5.01,3.54,0.12,0.0,55.16,70.6,0.0,1,0,0
johnsma01,1981,60,31.67,16.5,2.55,3.52,6.07,3.55,0.98,0.58,2.42,2.37,12.67,6.73,4.33,3.03,0.07,0.0,53.16,70.0,0.0,0,0,0
johnsma01,1982,80,35.66,21.42,2.45,4.58,7.02,4.54,1.25,0.7,2.45,2.64,17.75,9.04,4.49,3.3,0.25,0.05,50.92,73.54,20.0,0,0,0
johnsma01,1983,74,36.69,20.74,2.34,4.15,6.49,4.26,1.55,0.61,2.43,2.62,17.41,8.73,4.59,3.26,0.18,0.03,50.16,70.88,15.38,0,0,0
johnsma01,1984,72,34.0,16.4,2.61,3.33,5.94,3.44,1.0,0.42,2.44,2.68,15.19,6.86,3.61,2.64,0.18,0.04,45.16,73.08,23.08,0,0,0
johnsma01,1985,75,34.73,20.33,2.08,3.47,5.55,3.77,1.43,0.67,2.44,2.85,16.01,8.17,5.23,3.97,0.2,0.01,51.04,76.02,6.67,0,0,0
johnsma01,1986,10,30.2,16.6,0.9,2.4,3.3,2.8,1.2,0.5,1.7,2.4,15.5,6.8,4.2,3.0,0.6,0.0,43.87,71.43,0.0,0,0,0
johnsma01,1989,10,9.9,4.0,0.8,0.9,1.7,0.9,0.0,0.1,1.0,1.2,3.2,1.2,1.7,1.4,0.3,0.2,37.5,82.35,66.67,0,0,0
johnsma02,1979,77,36.3,18.01,2.16,5.58,7.74,7.31,2.43,0.53,3.96,2.83,12.32,6.53,6.0,4.86,0.4,0.09,53.0,80.95,22.58,0,0,0
johnsma02,1980,37,37.05,21.57,2.73,5.92,8.65,8.57,3.43,0.73,3.86,2.7,15.86,8.43,6.08,4.62,0.46,0.08,53.15,76.0,17.65,0,0,0
johnsma02,1981,78,38.35,18.55,3.23,6.4,9.63,9.53,2.67,0.44,3.67,2.86,13.28,7.13,5.55,4.22,0.37,0.08,53.67,75.98,20.69,1,0,0
johnsma02,1982,79,36.8,16.78,2.71,5.94,8.65,10.49,2.23,0.59,3.81,2.53,11.81,6.47,4.81,3.85,0.27,0.0,54.77,80.0,0.0,1,0,0
johnsma02,1983,67,38.31,17.58,1.48,5.85,7.33,13.06,2.24,0.73,4.57,2.52,11.64,6.58,5.34,4.33,0.43,0.09,56.54,81.01,20.69,1,0,0
johnsma02,1984,77,36.12,18.26,1.17,5.01,6.18,12.57,1.47,0.32,3.96,2.01,11.68,6.55,6.03,5.08,0.48,0.09,56.06,84.27,18.92,1,0,0
johnsma02,1985,72,35.81,18.81,1.18,4.74,5.92,12.6,1.57,0.22,3.79,1.85,12.75,6.71,6.03,5.25,0.6,0.14,52.61,87.1,23.26,1,0,0
johnsma02,1986,80,36.3,23.86,1.52,4.78,6.3,12.21,1.72,0.45,3.75,2.1,16.35,8.54,7.89,6.69,0.49,0.1,52.22,84.79,20.51,1,1,0
johnsma02,1987,72,36.62,19.56,1.22,5.01,6.24,11.92,1.58,0.18,3.74,2.04,13.83,6.81,6.79,5.79,0.78,0.15,49.2,85.28,19.64,1,0,0
johnsma02,1988,77,37.48,22.47,1.44,6.44,7.88,12.83,1.79,0.29,4.05,2.23,14.77,7.52,7.31,6.66,2.44,0.77,50.92,91.12,31.38,1,1,0
johnsma02,1989,79,37.18,22.34,1.62,4.99,6.61,11.48,1.67,0.43,3.66,2.11,14.41,6.91,8.06,7.18,3.49,1.34,47.98,89.01,38.41,1,1,0
johnsma02,1990,79,37.13,19.38,1.33,5.65,6.97,12.52,1.29,0.22,3.97,1.9,12.35,5.9,7.25,6.57,3.16,1.01,47.75,90.58,32.0,1,0,0
johnsma02,1995,32,29.94,14.62,1.25,4.47,5.72,6.88,0.81,0.41,3.22,1.5,9.19,4.28,6.28,5.38,1.81,0.69,46.6,85.57,37.93,0,0,0
johnsmi01,1979,82,32.28,19.1,3.15,5.16,8.3,4.2,1.87,1.37,3.49,3.55,15.5,7.17,5.88,4.7,0.39,0.06,46.26,79.88,15.62,0,0,0
johnsmi01,1980,82,25.83,12.48,2.23,4.41,6.65,3.49,1.15,0.87,2.8,3.12,10.32,4.62,4.05,3.2,0.22,0.04,44.8,78.92,16.67,0,0,0
johnsmi01,1981,76,25.45,12.87,1.75,4.22,5.97,2.83,0.95,0.59,2.51,3.16,9.96,4.89,3.83,3.07,0.09,0.01,49.14,80.07,14.29,0,0,0
johnsmi01,1982,78,26.32,14.06,2.09,4.24,6.33,3.27,1.05,0.59,3.05,3.69,11.81,5.01,4.87,4.0,0.46,0.04,42.45,82.11,8.33,0,0,0
johnsmi01,1983,78,27.21,13.62,2.54,4.1,6.64,2.81,1.29,0.38,2.77,3.72,10.92,4.6,5.54,4.35,0.37,0.06,42.14,78.47,17.24,0,0,0
johnsmi01,1984,66,23.71,13.26,2.26,3.74,6.0,2.26,1.06,0.53,2.15,3.35,10.82,4.61,4.79,3.94,0.45,0.11,42.58,82.28,23.33,0,0,0
johnsmi01,1985,79,19.92,7.8,1.24,2.96,4.2,2.75,0.85,0.32,2.09,3.14,6.42,2.71,2.95,2.32,0.3,0.06,42.21,78.54,20.83,0,0,0
johnsna01,1989,21,4.14,2.19,0.62,0.48,1.1,0.05,0.14,0.38,0.29,0.52,2.29,0.86,0.62,0.43,0.19,0.05,37.5,69.23,25.0,0,0,0
johnsol01,1979,79,19.43,7.68,0.63,1.43,2.06,2.04,0.75,0.3,1.22,2.09,6.67,3.32,1.18,1.04,0.14,0.01,49.72,88.17,9.09,0,0,0
johnsol01,1980,40,9.3,5.05,0.2,1.18,1.38,0.75,0.5,0.05,0.62,1.12,3.95,2.17,0.78,0.68,0.15,0.02,55.06,87.1,16.67,0,0,0
johnsol01,1981,26,5.77,2.35,0.27,0.58,0.85,0.38,0.5,0.12,0.5,1.08,2.08,1.04,0.27,0.23,0.12,0.04,50.0,85.71,33.33,0,0,0
johnsre01,1980,79,21.72,10.23,1.67,2.86,4.53,0.99,0.57,0.61,1.65,3.58,8.63,4.3,2.44,1.62,0.01,0.0,49.85,66.32,0.0,0,0,0
johnsre01,1981,75,25.39,10.93,1.87,4.15,6.01,0.97,0.44,0.8,1.33,3.43,8.83,4.68,2.08,1.57,0.01,0.0,53.02,75.64,0.0,0,0,0
johnsre01,1982,79,19.51,7.47,1.35,2.33,3.68,0.9,0.33,0.54,1.32,2.94,6.44,3.13,1.65,1.2,0.05,0.01,48.53,73.08,25.0,0,0,0
johnsre01,1983,72,11.36,4.81,0.74,1.18,1.92,0.56,0.33,0.25,0.82,1.96,3.56,1.76,1.75,1.28,0.01,0.0,49.61,73.02,0.0,0,0,0
johnsst02,1986,29,8.07,2.55,0.52,0.97,1.48,0.17,0.31,0.07,0.62,1.9,2.21,0.93,1.31,0.69,0.1,0.0,42.19,52.63,0.0,0,0,0
johnsst03,1981,78,22.32,12.85,1.95,3.94,5.88,1.17,0.5,1.14,2.53,4.77,8.26,5.06,4.23,2.72,0.0,0.0,61.34,64.24,,0,0,0
johnsst03,1982,79,19.54,11.75,1.77,3.27,5.04,1.2,0.51,1.05,2.28,4.09,7.53,4.7,4.1,2.35,0.0,0.0,62.35,57.41,,0,0,0
johnsst03,1983,81,18.36,9.49,2.0,3.16,5.16,1.0,0.46,0.85,2.02,3.79,6.67,3.73,3.54,2.04,0.0,0.0,55.93,57.49,,0,0,0
johnsst03,1984,74,22.42,10.04,1.97,3.93,5.91,0.86,0.5,0.84,2.04,3.58,6.97,3.8,3.41,2.45,0.04,0.0,54.46,71.83,0.0,0,0,0
johnsst03,1985,71,25.75,13.85,2.01,4.49,6.51,1.34,0.62,0.93,2.69,4.1,8.07,5.1,5.25,3.65,0.0,0.0,63.18,69.44,,0,0,0
johnsst03,1986,79,29.68,16.84,2.46,4.71,7.16,1.96,0.62,0.96,3.49,4.3,11.25,6.25,6.2,4.33,0.0,0.0,55.57,69.8,,0,0,0
johnsst03,1987,43,24.42,15.4,1.95,3.67,5.63,1.33,0.4,0.74,2.84,3.51,11.35,6.0,5.79,3.4,0.02,0.0,52.87,58.63,0.0,0,0,0
johnsst03,1988,72,20.51,10.01,1.88,3.1,4.97,1.46,0.28,0.61,1.94,3.53,7.85,4.11,3.4,1.79,0.0,0.0,52.39,52.65,,0,0,0
johnsst03,1989,25,10.36,4.68,0.76,1.36,2.12,0.68,0.12,0.2,1.24,2.24,3.68,1.92,1.4,0.84,0.0,0.0,52.17,60.0,,0,0,0
johnsst03,1990,24,9.5,3.75,0.75,1.62,2.38,0.71,0.17,0.17,1.04,2.08,2.62,1.42,1.54,0.92,0.0,0.0,53.97,59.46,,0,0,0
johnstr01,2008,4,3.5,1.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,1.0,1.25,0.0,1.0,1.0,0.0,0.0,0.0,100.0,,0,0,0
