playerID,year,GP,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,fgPct,ftPct,threePct,allNBA,MVP,DPY
bryanma01,1989,58,9.69,2.9,0.93,1.59,2.52,0.22,0.31,0.16,0.43,1.6,2.64,1.21,0.86,0.48,0.0,0.0,45.75,56.0,,0,0,0
bryanma01,1990,53,14.74,5.13,1.23,2.36,3.58,0.51,0.28,0.23,0.62,2.26,3.83,1.87,1.91,1.4,0.02,0.0,48.77,73.27,0.0,0,0,0
bryanma01,1991,56,14.29,4.11,1.55,2.04,3.59,0.73,0.46,0.14,0.54,1.88,3.54,1.7,1.07,0.71,0.05,0.0,47.98,66.67,0.0,0,0,0
bryanma01,1992,80,17.45,5.95,1.65,2.4,4.05,0.51,0.46,0.29,0.81,2.82,4.62,2.33,1.85,1.3,0.01,0.0,50.27,70.27,0.0,0,0,0
bryanma01,1993,79,18.24,5.59,1.48,2.51,3.99,0.47,0.41,0.37,0.84,2.37,4.86,2.34,1.32,0.91,0.01,0.0,48.18,69.23,0.0,0,0,0
bryanma01,1994,49,13.43,4.98,1.12,2.16,3.29,0.57,0.39,0.33,0.8,2.22,3.92,2.06,1.29,0.84,0.04,0.02,52.6,65.08,50.0,0,0,0
bryanma01,1995,71,22.35,8.61,1.85,3.1,4.94,0.73,0.44,0.27,1.2,3.3,6.28,3.41,2.49,1.79,0.03,0.0,54.26,71.75,0.0,0,0,0
bryanma01,1996,41,24.83,9.27,1.63,3.54,5.17,1.15,0.54,0.12,1.12,3.32,6.71,3.71,2.63,1.85,0.0,0.0,55.27,70.37,,0,0,0
bryanma01,1997,70,15.86,4.16,1.31,2.17,3.49,0.66,0.51,0.21,0.83,2.57,3.21,1.56,1.36,1.04,0.01,0.0,48.44,76.84,0.0,0,0,0
bryanma01,1998,45,26.76,9.04,2.04,3.11,5.16,1.07,0.76,0.36,1.51,3.31,7.73,3.73,2.44,1.58,0.02,0.0,48.28,64.55,0.0,0,0,0
bryanma01,1999,75,22.83,5.65,1.68,3.01,4.69,0.81,0.41,0.41,1.16,3.33,4.61,2.32,1.25,1.01,0.0,0.0,50.29,80.85,,0,0,0
bryanma01,2000,18,5.61,1.06,0.22,0.94,1.17,0.17,0.06,0.11,0.28,1.61,1.11,0.44,0.28,0.17,0.0,0.0,40.0,60.0,,0,0,0
bryanma01,2001,30,6.87,1.87,0.83,0.63,1.47,0.33,0.23,0.07,0.2,1.27,1.83,0.83,0.27,0.2,0.0,0.0,45.45,75.0,,0,0,0
bryanma01,2002,16,6.25,0.81,0.5,0.75,1.25,0.25,0.06,0.06,0.44,1.12,1.19,0.31,0.25,0.19,0.0,0.0,26.32,75.0,,0,0,0
bryanwa01,1983,29,10.93,4.07,1.28,1.48,2.76,0.45,0.31,0.38,0.55,1.66,4.59,1.79,1.14,0.48,0.0,0.0,39.1,42.42,,0,0,0
bryanwa01,1984,56,15.36,2.93,1.32,2.98,4.3,1.5,0.38,0.43,0.82,1.96,2.64,1.2,0.79,0.54,0.0,0.0,45.27,68.18,,0,0,0
bryanwa01,1985,17,12.82,2.41,1.0,2.12,3.12,0.88,0.29,0.29,0.53,2.24,2.82,0.88,1.12,0.65,0.0,0.0,31.25,57.89,,0,0,0
brynto01,1989,3,3.33,1.33,0.0,0.67,0.67,0.0,0.67,0.33,0.33,1.67,0.67,0.0,2.0,1.33,0.0,0.0,0.0,66.67,,0,0,0
buckngr01,1999,48,19.23,5.73,1.17,2.46,3.62,1.15,0.79,0.42,0.75,3.08,4.85,2.31,1.31,0.9,0.54,0.21,47.64,68.25,38.46,0,0,0
buckngr01,2000,37,22.16,6.19,1.62,2.62,4.24,1.32,0.89,0.24,0.73,3.19,5.19,2.27,2.19,1.59,0.19,0.05,43.75,72.84,28.57,0,0,0
buckngr01,2001,44,20.11,5.75,1.52,2.41,3.93,1.09,0.7,0.43,0.61,2.82,4.5,2.36,1.32,0.91,0.36,0.11,52.53,68.97,31.25,0,0,0
buckngr01,2002,75,20.19,6.0,0.96,1.92,2.88,1.28,0.96,0.21,0.83,2.71,5.31,2.47,1.08,0.87,0.73,0.2,46.48,80.25,27.27,0,0,0
buckngr01,2003,53,13.26,3.09,0.53,1.42,1.94,0.85,0.4,0.08,0.64,1.45,3.3,1.25,0.51,0.38,0.83,0.23,37.71,74.07,27.27,0,0,0
buckngr01,2004,70,21.74,6.17,0.94,2.03,2.97,1.9,1.07,0.09,0.7,2.41,4.33,2.29,1.16,0.9,1.73,0.7,52.81,77.78,40.5,0,0,0
buckngr01,2005,73,24.08,6.73,0.42,2.44,2.86,1.74,1.19,0.27,0.71,2.47,5.71,2.48,0.75,0.59,3.33,1.18,43.41,78.18,35.39,0,0,0
buckngr01,2006,76,18.05,4.01,0.46,1.62,2.08,0.92,0.62,0.09,0.53,2.0,3.93,1.62,0.45,0.36,1.36,0.42,41.14,79.41,31.07,0,0,0
buckngr01,2007,31,16.74,4.0,0.32,1.77,2.1,1.26,0.68,0.06,0.94,2.03,3.77,1.45,0.71,0.61,1.61,0.48,38.46,86.36,30.0,0,0,0
buckngr01,2008,63,13.97,2.46,0.51,1.56,2.06,0.9,0.46,0.13,0.6,1.71,2.52,0.97,0.4,0.32,0.81,0.21,38.36,80.0,25.49,0,0,0
bucknqu01,1979,67,25.22,10.73,1.03,2.52,3.55,5.72,2.01,0.06,2.22,3.01,9.78,4.57,2.13,1.57,0.07,0.03,46.72,73.43,40.0,0,0,0
bucknqu01,1980,82,29.07,13.32,1.07,2.56,3.63,4.68,2.4,0.04,2.88,3.3,11.66,5.74,2.48,1.82,0.07,0.01,49.27,73.4,16.67,0,0,0
bucknqu01,1981,70,30.8,12.94,1.1,2.47,3.57,4.69,2.49,0.04,2.57,3.11,11.74,5.66,2.4,1.57,0.21,0.06,48.18,65.48,26.67,0,0,0
bucknqu01,1982,72,21.74,7.92,0.86,1.74,2.6,3.82,1.5,0.07,2.21,2.71,7.79,3.44,1.62,1.03,0.06,0.0,44.21,63.25,0.0,0,0,0
bucknqu01,1983,79,15.81,4.1,0.52,1.22,1.73,2.71,1.06,0.04,1.27,2.37,4.09,1.75,0.94,0.61,0.08,0.0,42.72,64.86,0.0,0,0,0
bucknqu01,1984,75,11.44,2.4,0.35,0.81,1.16,1.97,0.84,0.03,0.89,1.89,2.57,0.99,0.67,0.43,0.01,0.0,38.34,64.0,0.0,0,0,0
bucknqu01,1985,32,13.09,3.66,0.28,1.31,1.59,2.69,1.25,0.09,1.72,2.5,3.25,1.53,0.84,0.59,0.03,0.0,47.12,70.37,0.0,0,0,0
bucknst01,1989,18,4.17,1.28,0.28,0.11,0.39,0.56,0.11,0.06,0.61,0.56,1.83,0.5,0.33,0.28,0.06,0.0,27.27,83.33,0.0,0,0,0
budinch01,2009,74,20.11,8.88,0.51,2.46,2.97,1.19,0.46,0.15,0.65,1.15,7.64,3.36,1.18,0.91,3.36,1.24,44.07,77.01,36.95,0,0,0
budinch01,2010,78,22.27,9.81,0.67,2.94,3.6,1.63,0.53,0.23,0.86,1.46,8.41,3.58,1.77,1.51,3.51,1.14,42.53,85.51,32.48,0,0,0
budinch01,2011,58,22.38,9.62,0.66,3.09,3.74,1.28,0.5,0.12,0.95,1.12,8.12,3.59,1.21,0.93,3.78,1.52,44.16,77.14,40.18,0,0,0
buechju01,1990,74,11.61,3.14,0.82,1.08,1.91,0.69,0.45,0.2,0.35,1.07,3.05,1.27,0.89,0.58,0.05,0.01,41.59,65.15,25.0,0,0,0
buechju01,1991,28,10.36,2.5,0.64,1.21,1.86,0.82,0.68,0.25,0.46,1.11,2.54,1.04,0.75,0.43,0.04,0.0,40.85,57.14,0.0,0,0,0
buechju01,1992,70,18.39,6.24,1.16,1.63,2.79,1.34,0.67,0.27,0.79,1.4,5.76,2.51,1.24,0.93,0.84,0.29,43.67,74.71,33.9,0,0,0
buechju01,1993,36,6.06,2.94,0.36,0.53,0.89,0.44,0.22,0.03,0.33,0.67,2.33,1.17,0.56,0.28,0.81,0.33,50.0,50.0,41.38,0,0,0
buechju01,1994,57,10.61,3.81,0.63,1.09,1.72,0.88,0.42,0.21,0.53,1.12,3.21,1.58,0.68,0.39,0.84,0.26,49.18,56.41,31.25,0,0,0
buechju01,1995,74,10.0,3.76,0.61,0.89,1.5,0.76,0.46,0.09,0.53,0.95,3.27,1.51,0.3,0.19,1.22,0.54,46.28,63.64,44.44,0,0,0
buechju01,1996,76,9.25,1.83,0.59,1.07,1.66,0.79,0.3,0.28,0.36,0.66,2.08,0.76,0.18,0.07,0.71,0.24,36.71,35.71,33.33,0,0,0
buechju01,1997,74,8.22,2.68,0.32,0.72,1.04,0.66,0.3,0.2,0.28,0.64,2.38,1.15,0.08,0.04,0.88,0.34,48.3,50.0,38.46,0,0,0
buechju01,1998,50,21.12,5.48,0.58,2.08,2.66,1.14,0.74,0.26,0.42,1.66,4.8,2.0,0.36,0.26,2.96,1.22,41.67,72.22,41.22,0,0,0
buechju01,1999,58,11.33,2.24,0.52,1.05,1.57,0.57,0.43,0.28,0.22,0.86,2.69,0.95,0.12,0.03,1.43,0.31,35.26,28.57,21.69,0,0,0
buechju01,2000,57,12.93,3.39,0.35,1.3,1.65,0.68,0.37,0.18,0.44,1.46,2.88,1.33,0.21,0.16,1.35,0.56,46.34,75.0,41.56,0,0,0
buechju01,2001,66,10.36,1.68,0.44,1.32,1.76,0.48,0.32,0.12,0.23,0.8,1.79,0.67,0.06,0.03,0.91,0.32,37.29,50.0,35.0,0,0,0
buforro01,1999,34,11.35,4.32,0.29,1.12,1.41,0.62,0.29,0.24,0.26,1.29,4.44,1.82,0.65,0.47,0.85,0.21,41.06,72.73,24.14,0,0,0
buforro01,2000,47,12.19,5.28,0.34,1.23,1.57,0.36,0.36,0.13,0.62,1.45,5.13,2.21,0.62,0.51,0.81,0.34,43.15,82.76,42.11,0,0,0
buforro01,2001,63,28.08,9.38,0.83,3.49,4.32,1.13,0.67,0.19,1.0,1.75,9.41,4.1,1.27,0.92,1.11,0.27,43.51,72.5,24.29,0,0,0
buforro01,2003,22,6.41,1.86,0.27,0.41,0.68,0.32,0.27,0.05,0.18,0.41,2.55,0.86,0.27,0.14,0.09,0.0,33.93,50.0,0.0,0,0,0
buforro01,2004,64,20.53,6.95,0.52,2.44,2.95,0.98,0.62,0.06,0.55,1.58,7.64,2.92,0.7,0.58,1.69,0.53,38.24,82.22,31.48,0,0,0
bullama01,1990,18,3.5,2.17,0.33,0.44,0.78,0.11,0.17,0.0,0.17,0.56,1.72,0.78,0.94,0.61,0.17,0.0,45.16,64.71,0.0,0,0,0
bullama01,1991,80,15.98,6.4,0.91,1.88,2.79,0.94,0.32,0.26,0.7,1.61,5.59,2.56,0.62,0.48,2.08,0.8,45.86,76.0,38.55,0,0,0
bullama01,1992,79,17.16,7.28,0.84,1.97,2.81,1.39,0.38,0.14,0.72,1.63,6.25,2.7,0.94,0.73,3.08,1.15,43.12,78.38,37.45,0,0,0
bullama01,1993,65,11.15,3.48,0.35,0.94,1.29,0.98,0.22,0.09,0.43,1.03,3.48,1.2,0.4,0.31,2.37,0.77,34.51,76.92,32.47,0,0,0
bullama01,1995,46,10.0,3.78,0.39,0.91,1.3,0.39,0.37,0.24,0.52,1.09,3.52,1.43,0.43,0.35,1.57,0.57,40.74,80.0,36.11,0,0,0
bullama01,1996,71,14.44,4.51,0.18,1.46,1.65,0.94,0.3,0.25,0.54,0.96,4.0,1.61,0.48,0.35,2.58,0.94,40.14,73.53,36.61,0,0,0
bullama01,1997,67,17.76,6.96,0.37,1.81,2.18,0.9,0.46,0.36,0.58,1.55,5.81,2.61,0.4,0.3,3.45,1.43,44.99,74.07,41.56,0,0,0
bullama01,1998,41,10.07,2.85,0.22,0.8,1.02,0.44,0.32,0.1,0.34,0.68,2.78,1.05,0.24,0.17,1.51,0.59,37.72,70.0,38.71,0,0,0
bullama01,1999,56,18.29,6.82,0.23,2.23,2.46,1.12,0.34,0.23,0.64,1.52,6.07,2.48,0.54,0.45,3.16,1.41,40.88,83.33,44.63,0,0,0
bullama01,2000,61,16.39,5.8,0.36,1.77,2.13,0.69,0.16,0.15,0.2,1.25,5.0,2.11,0.23,0.16,3.49,1.41,42.3,71.43,40.38,0,0,0
bullama01,2001,31,11.29,3.39,0.32,1.19,1.52,0.52,0.06,0.06,0.39,0.94,3.71,1.26,0.39,0.35,1.84,0.52,33.91,91.67,28.07,0,0,0
burkepa01,2002,62,12.63,4.31,0.92,1.44,2.35,0.37,0.31,0.4,0.76,1.6,4.77,1.82,0.94,0.65,0.11,0.02,38.18,68.97,14.29,0,0,0
burkepa01,2005,42,8.24,3.36,0.5,1.24,1.74,0.38,0.14,0.31,0.79,1.48,3.02,1.5,0.5,0.31,0.17,0.05,49.61,61.9,28.57,0,0,0
burkepa01,2006,23,7.13,2.61,0.52,1.52,2.04,0.22,0.13,0.09,0.3,0.83,2.83,1.0,0.57,0.35,0.96,0.26,35.38,61.54,27.27,0,0,0
burkmro01,1981,6,5.0,0.83,0.33,0.67,1.0,0.83,1.0,0.33,0.5,1.0,0.67,0.0,1.0,0.83,0.17,0.0,0.0,83.33,0.0,0,0,0
burksal01,2011,59,15.92,7.2,0.97,1.27,2.24,0.93,0.46,0.08,0.86,1.42,6.05,2.59,2.42,1.76,0.76,0.25,42.86,72.73,33.33,0,0,0
burksan01,2004,24,9.12,3.04,0.04,0.46,0.5,1.17,0.54,0.04,0.5,1.04,2.5,1.17,0.79,0.58,0.46,0.12,46.67,73.68,27.27,0,0,0
burksan01,2005,57,10.0,1.98,0.07,0.58,0.65,1.33,0.35,0.0,0.63,0.79,2.53,0.89,0.4,0.18,0.11,0.02,35.42,43.48,16.67,0,0,0
burleke01,2005,39,8.72,1.79,0.1,0.56,0.67,1.23,0.67,0.05,0.64,1.62,2.26,0.56,0.44,0.41,1.38,0.26,25.0,94.12,18.52,0,0,0
burleto01,1979,37,7.35,2.57,0.62,1.32,1.95,0.54,0.22,0.35,0.68,1.32,2.81,0.97,1.08,0.62,0.08,0.0,34.62,57.5,0.0,0,0,0
burleto01,1980,31,11.71,3.29,1.42,1.61,3.03,0.39,0.26,0.61,0.77,2.35,3.19,1.32,1.32,0.65,0.0,0.0,41.41,48.78,,0,0,0
burnsda01,1981,9,9.67,2.56,0.11,0.44,0.56,1.67,0.33,0.0,1.44,1.89,1.78,0.78,1.67,1.0,0.0,0.0,43.75,60.0,,0,0,0
burnsev01,1993,23,6.22,2.43,0.57,0.74,1.3,0.39,0.26,0.13,0.3,1.43,2.39,0.96,1.0,0.52,0.0,0.0,40.0,52.17,,0,0,0
burresc01,1993,51,15.04,4.78,0.9,1.69,2.59,1.22,0.73,0.31,0.88,1.73,4.59,1.92,1.37,0.9,0.12,0.04,41.88,65.71,33.33,0,0,0
burresc01,1994,65,30.98,11.54,1.48,4.18,5.66,2.48,1.15,0.62,1.31,2.88,9.12,4.26,2.22,1.54,3.62,1.48,46.71,69.44,40.85,0,0,0
burresc01,1995,20,34.65,13.15,1.3,3.6,4.9,2.35,1.35,0.65,2.15,3.8,10.3,4.6,2.8,2.1,4.9,1.85,44.66,75.0,37.76,0,0,0
burresc01,1996,57,16.47,5.16,0.86,1.91,2.77,1.3,0.49,0.33,0.93,2.11,4.75,1.72,1.33,1.0,2.04,0.72,36.16,75.0,35.34,0,0,0
burresc01,1997,80,13.7,5.2,1.0,1.48,2.48,0.81,0.8,0.46,0.62,1.64,4.69,1.99,0.8,0.59,1.8,0.64,42.4,73.44,35.42,0,0,0
burresc01,1998,32,22.06,6.62,1.0,2.72,3.72,1.41,1.25,0.34,0.72,2.56,6.5,2.34,1.31,1.06,2.25,0.88,36.06,80.95,38.89,0,0,0
burresc01,1999,74,18.05,6.09,0.88,2.58,3.46,0.97,0.91,0.59,0.51,2.34,5.66,2.23,0.68,0.53,3.14,1.11,39.38,78.0,35.34,0,0,0
burresc01,2000,4,10.25,4.25,0.25,0.5,0.75,0.25,0.75,0.0,0.0,2.0,3.75,1.75,1.0,0.25,1.5,0.5,46.67,25.0,33.33,0,0,0
burroju01,1995,61,8.11,3.1,0.74,1.05,1.79,0.25,0.25,0.16,0.66,1.21,2.79,1.05,1.52,1.0,0.0,0.0,37.65,65.59,,0,0,0
burtowi01,1990,76,25.37,12.04,1.46,1.99,3.45,1.41,0.95,0.32,1.89,3.62,10.17,4.49,3.86,3.01,0.39,0.05,44.11,78.16,13.33,0,0,0
burtowi01,1991,68,23.31,11.21,1.12,2.47,3.59,1.81,0.68,0.54,1.75,2.74,9.15,4.12,3.6,2.88,0.22,0.09,45.02,80.0,40.0,0,0,0
burtowi01,1992,26,17.35,7.85,0.85,1.85,2.69,0.62,0.5,0.62,1.92,2.23,5.42,2.08,4.88,3.5,0.58,0.19,38.3,71.65,33.33,0,0,0
burtowi01,1993,53,13.15,7.0,0.94,1.62,2.57,0.74,0.34,0.38,1.02,1.81,5.34,2.34,2.98,2.26,0.28,0.06,43.82,75.95,20.0,0,0,0
burtowi01,1994,53,29.51,15.32,0.92,2.17,3.09,1.81,0.6,0.36,2.3,3.15,11.43,4.58,5.04,4.15,5.19,2.0,40.1,82.4,38.55,0,0,0
burtowi01,1996,24,15.83,6.17,0.46,1.25,1.71,0.46,0.33,0.12,1.08,2.29,4.83,1.62,2.83,2.38,1.92,0.54,33.62,83.82,28.26,0,0,0
burtowi01,1997,13,3.31,2.08,0.23,0.46,0.69,0.08,0.15,0.15,0.08,0.54,1.62,0.62,0.92,0.62,0.69,0.23,38.1,66.67,33.33,0,0,0
burtowi01,1998,3,6.0,1.33,1.33,0.67,2.0,0.0,0.0,0.0,0.33,0.67,2.33,0.33,1.33,0.67,0.33,0.0,14.29,50.0,0.0,0,0,0
burttst01,1984,47,8.89,4.19,0.21,0.38,0.6,0.43,0.45,0.09,0.7,1.62,4.0,1.53,1.64,1.13,0.02,0.0,38.3,68.83,0.0,0,0,0
burttst01,1987,19,16.42,9.0,0.32,1.11,1.42,2.0,0.53,0.26,2.11,2.95,7.26,3.26,3.63,2.47,0.21,0.0,44.93,68.12,0.0,0,0,0
burttst01,1991,31,11.48,6.03,0.32,0.77,1.1,1.9,0.52,0.13,1.06,1.87,5.16,2.39,1.74,1.23,0.19,0.03,46.25,70.37,16.67,0,0,0
burttst01,1992,4,8.75,7.25,0.5,0.25,0.75,1.5,0.5,0.0,1.0,1.25,6.5,2.5,2.5,2.0,0.75,0.25,38.46,80.0,33.33,0,0,0
busedo01,1979,81,30.85,7.73,0.86,2.01,2.88,3.95,1.63,0.12,1.12,1.37,7.27,3.22,1.58,1.05,0.98,0.23,44.31,66.41,24.05,0,0,0
busedo01,1980,58,18.88,5.12,0.33,1.12,1.45,2.41,1.28,0.14,0.66,1.05,4.95,1.97,1.12,0.86,1.0,0.33,39.72,76.92,32.76,0,0,0
busedo01,1981,82,30.84,9.72,0.56,2.16,2.72,4.96,2.0,0.33,1.16,2.15,8.35,3.8,1.5,1.22,2.3,0.89,45.55,81.3,38.62,0,0,0
busedo01,1982,41,15.68,4.73,0.46,0.85,1.32,2.8,1.07,0.05,0.61,1.46,4.44,1.76,1.12,1.0,0.85,0.22,39.56,89.13,25.71,0,0,0
busedo01,1983,76,17.46,5.01,0.38,1.14,1.53,3.99,1.13,0.01,1.14,0.82,4.63,1.97,1.05,0.83,0.78,0.24,42.61,78.75,30.51,0,0,0
busedo01,1984,65,14.45,3.35,0.32,0.62,0.94,3.12,0.58,0.02,0.69,1.15,3.12,1.26,0.46,0.35,1.34,0.48,40.39,76.67,35.63,0,0,0
butleca01,2002,78,36.64,15.4,1.73,3.36,5.09,2.73,1.76,0.4,2.46,2.95,13.23,5.5,4.81,3.96,1.37,0.44,41.57,82.4,31.78,0,0,0
butleca01,2003,68,29.85,9.16,1.35,3.44,4.79,1.85,1.1,0.19,1.34,2.38,9.28,3.53,2.59,1.96,0.62,0.15,38.03,75.57,23.81,0,0,0
butleca01,2004,77,35.66,15.52,1.9,3.95,5.84,1.9,1.43,0.3,1.62,2.77,12.87,5.73,4.14,3.57,1.62,0.49,44.5,86.21,30.4,0,0,0
butleca01,2005,75,36.11,17.57,1.52,4.69,6.21,2.48,1.69,0.24,2.33,3.17,14.48,6.59,4.43,3.85,1.6,0.55,45.49,87.05,34.17,0,0,0
butleca01,2006,63,39.27,19.1,2.33,5.08,7.41,3.7,2.13,0.27,2.87,2.98,15.48,7.16,5.21,4.49,1.14,0.29,46.26,86.28,25.0,0,0,0
butleca01,2007,58,39.95,20.34,1.6,5.07,6.67,4.88,2.21,0.36,2.59,2.76,16.26,7.57,4.52,4.07,3.19,1.14,46.55,90.08,35.68,0,0,0
butleca01,2008,67,38.61,20.78,1.76,4.4,6.16,4.33,1.58,0.3,3.13,2.46,16.19,7.33,6.0,5.15,3.13,0.97,45.25,85.82,30.95,0,0,0
butleca01,2009,74,37.61,16.3,1.41,4.82,6.23,2.11,1.57,0.32,2.16,2.61,14.2,6.08,4.26,3.57,1.96,0.57,42.82,83.81,28.97,0,0,0
butleca01,2010,29,29.9,15.03,0.76,3.31,4.07,1.59,0.97,0.28,1.69,2.03,13.03,5.86,3.03,2.34,2.24,0.97,44.97,77.27,43.08,0,0,0
butleca01,2011,63,29.7,11.95,0.7,2.95,3.65,1.24,0.83,0.13,1.22,1.95,11.19,4.56,1.7,1.38,4.08,1.46,40.71,81.31,35.8,0,0,0
butlegr01,1988,33,4.24,1.7,0.27,0.58,0.85,0.06,0.03,0.06,0.52,0.85,1.45,0.61,0.61,0.48,0.09,0.0,41.67,80.0,0.0,0,0,0
butlegr01,1989,13,2.54,0.46,0.23,0.46,0.69,0.08,0.0,0.0,0.23,0.62,0.92,0.23,0.15,0.0,0.0,0.0,25.0,0.0,,0,0,0
butlegr01,1990,9,4.11,1.56,0.89,0.89,1.78,0.11,0.0,0.0,0.44,1.0,2.11,0.56,0.67,0.44,0.0,0.0,26.32,66.67,,0,0,0
butleja01,2004,3,1.67,3.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,1.33,1.33,0.67,0.67,0.0,0.0,100.0,100.0,,0,0,0
butleja01,2005,55,13.45,5.31,1.22,2.11,3.33,0.45,0.31,0.56,1.13,2.31,3.91,2.13,1.4,1.05,0.0,0.0,54.42,75.32,,0,0,0
butleja01,2006,11,9.36,3.73,0.55,1.45,2.0,0.45,0.18,0.0,0.91,1.45,3.18,1.45,0.91,0.82,0.0,0.0,45.71,90.0,,0,0,0
butleji01,2011,42,8.55,2.6,0.55,0.79,1.33,0.33,0.26,0.12,0.33,0.48,1.88,0.76,1.33,1.02,0.26,0.05,40.51,76.79,18.18,0,0,0
butlemi02,1993,75,17.61,6.91,1.41,1.59,3.0,1.03,0.72,0.27,1.16,1.75,5.57,2.76,2.4,1.39,0.07,0.0,49.52,57.78,0.0,0,0,0
butlemi02,1994,76,20.45,7.86,0.57,1.67,2.24,1.2,0.8,0.13,1.39,2.04,6.68,2.82,2.43,1.62,1.86,0.61,42.13,66.49,32.62,0,0,0
butlemi02,1995,61,14.07,3.89,0.48,1.46,1.93,1.1,0.67,0.2,1.1,1.7,3.75,1.44,1.36,0.79,0.98,0.21,38.43,57.83,21.67,0,0,0
butlemi02,1996,49,9.49,3.02,0.39,0.69,1.08,0.61,0.27,0.04,0.55,1.12,2.55,1.06,1.02,0.65,0.8,0.24,41.6,64.0,30.77,0,0,0
butlemi02,1997,18,11.44,2.06,0.33,0.89,1.22,1.0,0.44,0.0,0.44,1.44,2.61,0.83,0.56,0.33,0.33,0.06,31.91,60.0,16.67,0,0,0
butlemi02,1998,31,13.48,5.42,0.42,1.0,1.42,0.71,0.48,0.13,0.94,1.32,4.48,2.16,1.03,0.74,0.94,0.35,48.2,71.88,37.93,0,0,0
butlemi02,2001,11,8.18,2.64,0.55,0.73,1.27,0.45,0.0,0.09,0.45,0.91,2.09,0.91,1.09,0.73,0.27,0.09,43.48,66.67,33.33,0,0,0
butlemi02,2003,41,13.46,3.27,0.59,1.15,1.73,0.78,0.54,0.1,0.59,1.32,3.02,1.32,0.59,0.37,0.73,0.27,43.55,62.5,36.67,0,0,0
butlera01,2002,72,21.03,7.5,0.4,2.18,2.58,1.29,0.29,0.6,1.07,1.46,7.94,2.88,1.44,1.06,2.38,0.69,36.19,73.08,29.24,0,0,0
butlera01,2003,45,15.0,6.76,0.09,1.27,1.36,0.51,0.22,0.29,0.62,1.6,5.56,2.64,0.47,0.36,2.4,1.11,47.6,76.19,46.3,0,0,0
butlera01,2004,65,18.51,6.46,0.23,2.09,2.32,0.95,0.28,0.45,0.57,1.6,6.29,2.51,0.74,0.57,2.35,0.88,39.85,77.08,37.25,0,0,0
butlera01,2005,79,23.73,8.67,0.65,2.29,2.94,0.51,0.42,0.57,0.82,1.8,8.01,3.25,1.44,1.0,3.06,1.16,40.6,69.3,38.02,0,0,0
butlera01,2006,81,27.44,10.1,0.52,2.64,3.16,0.78,0.49,0.67,0.83,1.83,9.73,3.88,1.07,0.69,4.48,1.65,39.85,64.37,36.91,0,0,0
butlera01,2007,51,17.22,4.94,0.31,1.65,1.96,0.71,0.29,0.41,0.2,1.31,5.1,1.78,0.61,0.51,2.61,0.86,35.0,83.87,33.08,0,0,0
butlera01,2008,82,31.93,11.24,0.6,2.71,3.3,0.91,0.62,0.74,0.72,1.94,9.79,4.24,1.34,1.05,4.38,1.71,43.34,78.18,39.0,0,0,0
butlera01,2009,82,32.95,11.94,0.48,2.45,2.93,1.41,0.44,0.83,0.96,1.48,10.61,4.34,1.77,1.49,5.27,1.77,40.92,84.14,33.56,0,0,0
butlera01,2010,47,16.38,4.72,0.21,1.43,1.64,0.57,0.17,0.32,0.51,0.79,5.04,1.68,0.57,0.38,2.89,0.98,33.33,66.67,33.82,0,0,0
butlera01,2011,34,13.32,3.24,0.18,1.76,1.94,0.56,0.21,0.15,0.44,1.15,3.91,1.21,0.35,0.21,2.26,0.62,30.83,58.33,27.27,0,0,0
byarsde01,2011,2,18.5,5.0,3.0,2.5,5.5,0.5,1.0,0.0,0.0,1.0,5.5,1.5,2.0,2.0,3.0,0.0,27.27,100.0,0.0,0,0,0
bynuman01,2005,46,7.35,1.61,0.74,1.0,1.74,0.2,0.09,0.48,0.37,1.22,1.78,0.72,0.59,0.17,0.0,0.0,40.24,29.63,,0,0,0
bynuman01,2006,82,21.87,7.77,1.7,4.21,5.9,1.15,0.15,1.56,1.4,3.04,5.4,3.01,2.61,1.74,0.04,0.0,55.76,66.82,0.0,0,0,0
bynuman01,2007,35,28.83,13.14,3.0,7.17,10.17,1.74,0.34,2.06,1.49,2.8,8.49,5.4,3.37,2.34,0.0,0.0,63.64,69.49,,0,0,0
bynuman01,2008,50,28.88,14.28,2.74,5.22,7.96,1.42,0.36,1.8,1.7,3.14,10.04,5.62,4.3,3.04,0.0,0.0,55.98,70.7,,0,0,0
bynuman01,2009,65,30.42,15.03,2.72,5.6,8.32,1.05,0.54,1.45,1.77,2.97,10.58,6.03,4.02,2.97,0.02,0.0,56.98,73.95,0.0,0,0,0
bynuman01,2010,54,27.78,11.33,3.15,6.26,9.41,1.35,0.35,1.96,1.37,2.59,7.65,4.39,3.87,2.56,0.0,0.0,57.38,66.03,,0,0,0
bynuman01,2011,60,35.2,18.72,3.2,8.62,11.82,1.42,0.45,1.93,2.53,1.73,13.27,7.4,5.63,3.9,0.08,0.02,55.78,69.23,20.0,1,0,0
bynumwi01,2005,15,10.8,3.6,0.2,0.6,0.8,1.27,0.47,0.0,0.93,0.67,3.47,1.4,1.07,0.67,0.6,0.13,40.38,62.5,22.22,0,0,0
