Player,playerID,pos,GP,minutes,fgMade,fgAttempted,fgPct,threeMade,threeAttempted,threePct,efgPct,ftMade,ftAttempted,ftPct,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,points,allNBA,MVP,DPY
Lamar Patterson,pattela01,G,5,8,0.6,3,0.2,0.2,1.2,0.167,0.233,0.4,0.6,0.667,0.2,1.2,1.4,1.2,0.2,0,0.8,1.2,1.8,0,0,0
Patrick Patterson,pattepa01,F,65,24.6,2.4,5.9,0.401,1.4,3.9,0.372,0.523,0.7,0.9,0.717,1,3.6,4.5,1.2,0.6,0.4,0.6,1.8,6.8,0,0,0
Chris Paul,paulch01,G,61,31.5,6.1,12.9,0.476,2,5,0.411,0.555,3.8,4.3,0.892,0.7,4.3,5,9.2,2,0.1,2.4,2.4,18.1,0,0,0
Adreian Payne,paynead01,F,18,7.5,1.3,3,0.426,0.2,0.8,0.2,0.454,0.8,1.1,0.737,0.5,1.3,1.8,0.4,0.4,0.4,0.4,1.8,3.5,0,0,0
Cameron Payne,payneca01,G,31,14.9,2.1,6.2,0.332,0.9,2.8,0.314,0.402,0.2,0.3,0.625,0.1,1.5,1.5,1.8,0.5,0.1,0.9,1.7,5.2,0,0,0
Elfrid Payton,paytoel01,G,82,29.4,5.2,11.1,0.471,0.5,1.8,0.274,0.493,1.8,2.6,0.692,1.1,3.6,4.7,6.5,1.1,0.5,2.2,2.2,12.8,0,0,0
Gary Payton,paytoga02,G,6,16.5,1.3,3.7,0.364,0.2,1.5,0.111,0.386,0.5,0.8,0.6,0,2,2,2.2,0.5,0.7,1.7,1.5,3.3,0,0,0
Paul Pierce,piercpa01,F,25,11.1,1.1,2.8,0.4,0.6,1.7,0.349,0.507,0.4,0.5,0.769,0,1.9,1.9,0.4,0.2,0.2,0.6,1.6,3.2,0,0,0
Marshall Plumlee,plumlma02,C,21,8.1,0.8,1.4,0.533,0,0,,0.533,0.4,0.9,0.421,1.1,1.3,2.4,0.5,0.2,0.2,0.6,1.1,1.9,0,0,0
Mason Plumlee,plumlma01,C,81,26.5,4.1,7.7,0.536,0,0.1,0,0.536,2.1,3.7,0.58,2.1,5.4,7.5,3.5,0.9,1.1,1.7,2.8,10.4,0,0,0
Miles Plumlee,plumlmi01,C,45,10.8,1,2,0.478,0,0,,0.478,0.6,0.9,0.641,0.8,1.3,2.1,0.5,0.4,0.3,0.7,1.6,2.5,0,0,0
Jakob Poeltl,poeltja01,C,54,11.6,1.2,2.1,0.583,0,0,,0.583,0.6,1.1,0.544,1.4,1.6,3.1,0.2,0.3,0.4,0.5,2.1,3.1,0,0,0
Otto Porter,porteot01,F,80,32.6,5.2,10,0.516,1.9,4.3,0.434,0.608,1.2,1.5,0.832,1.5,5,6.4,1.5,1.5,0.5,0.6,2.4,13.4,0,0,0
Bobby Portis,portibo01,F,64,15.6,2.9,5.9,0.488,0.5,1.5,0.333,0.531,0.6,0.9,0.661,1.2,3.5,4.6,0.5,0.3,0.2,0.6,1.5,6.8,0,0,0
Kristaps Porzingis,porzikr01,F,66,32.8,6.7,14.9,0.45,1.7,4.8,0.357,0.507,3,3.8,0.786,1.7,5.5,7.2,1.5,0.7,2,1.8,3.7,18.1,0,0,0
Dwight Powell,poweldw01,C,77,17.3,2.5,4.9,0.515,0.3,1,0.284,0.542,1.4,1.8,0.759,1.2,2.8,4,0.6,0.8,0.5,0.4,1.8,6.7,0,0,0
Norman Powell,powelno01,G,76,18,3,6.7,0.449,0.7,2.3,0.324,0.504,1.7,2.1,0.792,0.3,1.9,2.2,1.1,0.7,0.2,0.9,1.7,8.4,0,0,0
Alex Poythress,poythal01,F,6,26.2,4.2,9,0.463,1,3.2,0.316,0.519,1.3,1.7,0.8,1.8,3,4.8,0.8,0.5,0.3,0.5,2.3,10.7,0,0,0
Ronnie Price,pricero01,G,14,9.6,0.3,1.7,0.167,0.2,1.2,0.176,0.229,0.2,0.3,0.75,0.2,0.6,0.8,1.3,0.8,0.1,0.2,1,1,0,0,0
Tim Quarterman,quartti01,G,16,5,0.8,1.8,0.448,0.3,0.8,0.385,0.534,0,0.2,0,0.3,0.6,0.9,0.7,0.1,0.2,0.7,0.4,1.9,0,0,0
Chasson Randle,randlch01,G,26,11.5,1.5,3.8,0.408,0.6,1.8,0.34,0.49,1.6,1.7,0.953,0.2,1,1.2,1.3,0.3,0.1,0.7,1.5,5.3,0,0,0
Julius Randle,randlju01,F,74,28.8,5.1,10.4,0.488,0.2,0.9,0.27,0.499,2.8,3.8,0.723,2,6.6,8.6,3.6,0.7,0.5,2.3,3.4,13.2,0,0,0
Zach Randolph,randoza01,F,73,24.5,5.9,13.2,0.449,0.3,1.3,0.223,0.46,1.9,2.6,0.731,2.5,5.7,8.2,1.7,0.5,0.1,1.4,1.9,14.1,0,0,0
J.J. Redick,redicjj01,G,78,28.2,5.1,11.4,0.445,2.6,6,0.429,0.558,2.3,2.6,0.891,0.1,2.1,2.2,1.4,0.7,0.2,1.3,1.6,15,0,0,0
Willie Reed,reedwi02,C,71,14.5,2.3,4,0.568,0,0.1,0.25,0.57,0.7,1.2,0.557,1.8,2.9,4.7,0.4,0.3,0.7,0.4,1.9,5.3,0,0,0
Josh Richardson,richajo01,G,53,30.5,3.8,9.7,0.394,1.4,4.3,0.33,0.467,1.1,1.5,0.779,0.7,2.5,3.2,2.6,1.1,0.7,1.2,2.5,10.2,0,0,0
Malachi Richardson,richama01,G,22,9,1.3,3.1,0.412,0.4,1.3,0.286,0.471,0.7,0.9,0.789,0.1,0.9,1,0.5,0.2,0,0.4,1,3.6,0,0,0
Austin Rivers,riverau01,G,74,27.8,4.4,9.9,0.442,1.5,4,0.371,0.518,1.8,2.6,0.691,0.3,1.9,2.2,2.8,0.6,0.1,1.6,2.5,12,0,0,0
Andre Roberson,roberan03,F,79,30.1,2.7,5.9,0.464,0.6,2.3,0.245,0.513,0.6,1.4,0.423,1.2,3.9,5.1,1,1.2,1,0.6,2.6,6.6,0,0,0
Brian Roberts,roberbr01,G,41,10.1,1.1,3,0.377,0.4,1.1,0.386,0.447,0.8,1,0.846,0.1,0.8,1,1.3,0.2,0,0.6,0.4,3.5,0,0,0
Glenn Robinson,robingl02,F,69,20.7,2.3,4.9,0.467,0.7,1.8,0.392,0.54,0.8,1.1,0.711,0.8,2.7,3.6,0.7,0.6,0.3,0.5,0.9,6.1,0,0,0
Thomas Robinson,robinth01,F,48,11.7,2.2,4.1,0.536,0,0,0,0.536,0.6,1.4,0.47,1.8,2.9,4.6,0.6,0.5,0.2,1,1.6,5,0,0,0
Sergio Rodriguez,rodrise01,G,68,22.3,3.1,7.9,0.392,1.4,3.7,0.365,0.478,0.3,0.4,0.667,0.3,2,2.3,5.1,0.7,0.1,1.9,1.4,7.8,0,0,0
Rajon Rondo,rondora01,G,69,26.7,3.3,8.1,0.408,0.7,1.9,0.376,0.453,0.4,0.7,0.6,1.1,4.1,5.1,6.7,1.4,0.2,2.4,2.1,7.8,0,0,0
Derrick Rose,rosede01,G,64,32.5,7.2,15.3,0.471,0.2,0.9,0.217,0.477,3.5,4,0.874,1,2.8,3.8,4.4,0.7,0.3,2.3,1.3,18,0,0,0
Terrence Ross,rosste01,F,78,25.1,4.2,9.6,0.437,1.8,5,0.363,0.532,0.8,1,0.831,0.2,2.4,2.6,1.1,1.1,0.4,0.9,1.8,11,0,0,0
Terry Rozier,roziete01,G,74,17.1,2,5.6,0.367,0.8,2.4,0.318,0.437,0.7,0.9,0.773,0.5,2.5,3.1,1.8,0.6,0.1,0.6,0.9,5.5,0,0,0
Ricky Rubio,rubiori01,G,75,32.9,3.5,8.7,0.402,0.8,2.6,0.306,0.448,3.4,3.8,0.891,0.9,3.2,4.1,9.1,1.7,0.1,2.6,2.7,11.1,0,0,0
Damjan Rudez,rudezda01,F,45,7,0.7,2,0.352,0.4,1.4,0.313,0.466,0,0,,0.1,0.4,0.6,0.4,0.3,0,0.2,0.7,1.8,0,0,0
Brandon Rush,rushbr01,G,47,21.9,1.5,4,0.374,0.9,2.4,0.386,0.492,0.3,0.4,0.722,0.3,1.8,2.1,1,0.5,0.5,0.6,0.9,4.2,0,0,0
D'Angelo Russell,russeda01,G,63,28.7,5.6,13.8,0.405,2.1,6.1,0.352,0.483,2.3,3,0.782,0.5,3,3.5,4.8,1.4,0.3,2.8,2.1,15.6,0,0,0
Domantas Sabonis,sabondo01,F,81,20.1,2.4,5.9,0.399,0.6,2,0.321,0.452,0.5,0.8,0.657,0.6,3,3.6,1,0.5,0.4,1,2.5,5.9,0,0,0
Larry Sanders,sandela01,C,5,2.6,0.2,0.8,0.25,0,0,,0.25,0.4,0.4,1,0.6,0.2,0.8,0,0.2,0.2,0.4,1,0.8,0,0,0
Dario Saric,saricda01,F,81,26.3,4.7,11.4,0.411,1.3,4.2,0.311,0.468,2.1,2.7,0.782,1.4,5,6.3,2.2,0.7,0.4,2.3,2,12.8,0,0,0
Tomas Satoransky,satorto01,G,57,12.6,1.1,2.6,0.415,0.2,0.6,0.243,0.446,0.4,0.6,0.697,0.4,1,1.5,1.6,0.5,0.1,0.7,1.1,2.7,0,0,0
Dennis Schroder,schrode01,G,79,31.5,6.9,15.4,0.451,1.3,3.7,0.34,0.493,2.8,3.2,0.855,0.5,2.6,3.1,6.3,0.9,0.2,3.3,1.9,17.9,0,0,0
Luis Scola,scolalu01,F,36,12.8,2,4.2,0.47,0.5,1.4,0.34,0.526,0.7,1,0.676,1.4,2.4,3.9,1,0.4,0.1,0.9,1.8,5.1,0,0,0
Mike Scott,scottmi01,F,18,10.8,0.9,3.3,0.288,0.2,1.5,0.148,0.322,0.4,0.4,0.875,0.6,1.5,2.1,0.9,0.2,0.2,0.4,0.7,2.5,0,0,0
Thabo Sefolosha,sefolth01,F,62,25.7,2.8,6.4,0.441,0.7,1.9,0.342,0.492,0.9,1.2,0.733,0.9,3.5,4.4,1.7,1.5,0.5,0.9,1.6,7.2,0,0,0
Wayne Selden,seldewa01,G,14,16.9,1.8,4.1,0.431,0.5,2,0.25,0.491,1,1.6,0.636,0.1,1.1,1.1,0.9,0.4,0.1,0.9,1.3,5.1,0,0,0
Kevin Seraphin,serapke01,F,49,11.4,2.2,4,0.551,0,0,0,0.551,0.3,0.4,0.636,0.8,2.1,2.9,0.5,0.1,0.4,0.6,1.3,4.7,0,0,0
Ramon Sessions,sessira01,G,50,16.2,2,5.3,0.38,0.4,1.2,0.339,0.42,1.8,2.4,0.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2,0,0,0
Iman Shumpert,shumpim01,G,76,25.5,2.6,6.4,0.411,1.2,3.4,0.36,0.507,0.9,1.2,0.789,0.5,2.4,2.9,1.4,0.8,0.4,1,2,7.5,0,0,0
Pascal Siakam,siakapa01,F,55,15.6,1.9,3.7,0.502,0,0.1,0.143,0.505,0.4,0.6,0.688,1.2,2.2,3.4,0.3,0.5,0.8,0.6,2,4.2,0,0,0
Jonathon Simmons,simmojo02,G,78,17.8,2.3,5.4,0.42,0.4,1.3,0.294,0.456,1.3,1.7,0.75,0.3,1.8,2.1,1.6,0.6,0.3,1,1.9,6.2,0,0,0
Kyle Singler,singlky01,F,32,12,1.1,2.6,0.41,0.2,1.2,0.189,0.452,0.4,0.5,0.765,0.3,1.3,1.5,0.3,0.2,0.2,0.3,0.9,2.8,0,0,0
Marcus Smart,smartma01,G,79,30.4,3.4,9.5,0.359,1.2,4.2,0.283,0.422,2.6,3.2,0.812,1,2.9,3.9,4.6,1.6,0.4,2,2.4,10.6,0,0,0
Ish Smith,smithis01,G,81,24.1,4.1,9.2,0.439,0.3,1.3,0.267,0.458,0.9,1.3,0.706,0.3,2.6,2.9,5.2,0.8,0.4,1.4,1.6,9.4,0,0,0
J.R. Smith,smithjr01,G,41,29,3,8.7,0.346,2.3,6.6,0.351,0.479,0.2,0.4,0.667,0.4,2.3,2.8,1.5,1,0.3,0.6,1.9,8.6,0,0,0
Jason Smith,smithja02,C,74,14.4,2.4,4.4,0.529,0.5,1.1,0.474,0.585,0.5,0.7,0.686,0.9,2.6,3.5,0.5,0.3,0.7,0.8,2.3,5.7,0,0,0
Tony Snell,snellto01,G,80,29.2,3.1,6.8,0.455,1.8,4.4,0.406,0.588,0.6,0.7,0.81,0.3,2.8,3.1,1.2,0.7,0.2,0.7,1.6,8.5,0,0,0
Marreese Speights,speigma01,C,82,15.7,3,6.7,0.445,1.3,3.4,0.372,0.539,1.5,1.7,0.876,1.1,3.5,4.5,0.8,0.3,0.5,0.8,2.8,8.7,0,0,0
Tiago Splitter,splitti01,C,8,9.5,1.8,3.9,0.452,0.3,0.8,0.333,0.484,1.1,1.4,0.818,1,1.8,2.8,0.5,0.1,0.1,0.8,1,4.9,0,0,0
Nik Stauskas,stausni01,G,80,27.4,3.1,7.9,0.396,1.7,4.5,0.368,0.5,1.5,1.9,0.813,0.3,2.6,2.8,2.4,0.6,0.4,1.6,1.8,9.5,0,0,0
Lance Stephenson,stephla01,G,18,20.1,3,6.7,0.45,0.3,1.1,0.3,0.475,0.4,0.7,0.615,0.2,2.7,2.9,3.3,0.3,0.2,1.4,1.8,6.8,0,0,0
Jarnell Stokes,stokeja01,C,2,3.5,0.5,0.5,1,0,0,,1,0.5,1,0.5,0.5,0.5,1,1,0.5,0,0,1.5,1.5,0,0,0
Diamond Stone,stonedi01,C,7,3.4,0.4,1.9,0.231,0,0,,0.231,0.6,0.6,1,0.1,0.7,0.9,0,0,0.1,0.3,0.7,1.4,0,0,0
Rodney Stuckey,stuckro01,G,39,17.8,2.3,6.3,0.373,0.5,1.5,0.317,0.412,2.1,2.7,0.748,0.2,2,2.2,2.2,0.4,0,1.4,1.1,7.2,0,0,0
Jared Sullinger,sullija01,F,11,10.7,1.4,4.3,0.319,0.3,1.6,0.167,0.351,0.4,0.7,0.5,0.9,1.5,2.5,0.3,0.4,0.1,0.4,1.5,3.4,0,0,0
Edy Tavares,tavarwa01,C,2,14,2,2.5,0.8,0,0,,0.8,0,1.5,0,2,3.5,5.5,0.5,0,3,1,1.5,4,0,0,0
Isaiah Taylor,taylois01,G,4,13,0.3,1.8,0.143,0,0.5,0,0.143,0.3,0.5,0.5,0.3,0.5,0.8,0.8,0.3,0.3,0,1.5,0.8,0,0,0
Jeff Teague,teaguje01,G,82,32.4,4.9,11.1,0.442,1.1,3.1,0.357,0.492,4.4,5.1,0.867,0.4,3.6,4,7.8,1.2,0.4,2.6,2,15.3,0,0,0
Mirza Teletovic,teletmi01,F,70,16.2,2.2,6,0.373,1.5,4.4,0.341,0.498,0.5,0.6,0.778,0.2,2.2,2.3,0.7,0.2,0.2,0.5,1.6,6.4,0,0,0
Garrett Temple,templga01,G,65,26.6,2.8,6.6,0.424,1.3,3.4,0.373,0.519,0.9,1.1,0.784,0.5,2.3,2.8,2.6,1.3,0.4,1.2,2.2,7.8,0,0,0
Jason Terry,terryja01,G,74,18.4,1.4,3.3,0.432,1,2.3,0.427,0.582,0.3,0.4,0.828,0.2,1.2,1.4,1.3,0.6,0.3,0.5,1.3,4.1,0,0,0
Isaiah Thomas,thomais02,G,76,33.8,9,19.4,0.463,3.2,8.5,0.379,0.546,7.8,8.5,0.909,0.6,2.1,2.7,5.9,0.9,0.2,2.8,2.2,28.9,1,0,0
Lance Thomas,thomala01,F,46,21,2.1,5.3,0.398,0.8,1.8,0.447,0.475,0.9,1.1,0.843,0.7,2.4,3.1,0.8,0.5,0.1,0.5,1.8,6,0,0,0
Hollis Thompson,thompho01,G,40,18.8,1.9,5,0.385,0.8,2.4,0.337,0.465,0.5,0.7,0.655,0.5,2.3,2.8,0.9,0.5,0.2,0.3,1.7,5.1,0,0,0
Klay Thompson,thompkl01,G,78,34,8.3,17.6,0.468,3.4,8.3,0.414,0.565,2.4,2.8,0.853,0.6,3,3.7,2.1,0.8,0.5,1.6,1.8,22.3,0,0,0
Tristan Thompson,thomptr01,C,78,29.9,3.4,5.6,0.6,0,0,0,0.6,1.4,2.7,0.498,3.7,5.5,9.2,1,0.5,1.1,0.8,2.3,8.1,0,0,0
Marcus Thornton,thornma01,G,33,17.4,2.5,6.4,0.4,0.8,2.4,0.35,0.467,0.7,0.8,0.852,0.7,1.6,2.3,1.2,0.6,0.1,0.8,1.5,6.6,0,0,0
Mike Tobey,tobeymi01,C,2,12.5,0.5,2,0.25,0,0,,0.25,0,0,,1,0.5,1.5,0.5,0,0,0.5,1,1,0,0,0
Anthony Tolliver,tollian01,F,65,22.7,2.4,5.4,0.442,1.4,3.5,0.391,0.57,0.9,1.3,0.744,0.8,2.9,3.6,1.2,0.5,0.3,0.9,1.7,7.1,0,0,0
Axel Toupane,toupaax01,F,4,11.8,1.3,2.3,0.556,0.3,1,0.25,0.611,0,0,,0,0.3,0.3,0,0.3,0.3,0,1.5,2.8,0,0,0
Karl-Anthony Towns,townska01,C,82,37,9.8,18,0.542,1.2,3.4,0.367,0.576,4.3,5.2,0.832,3.6,8.7,12.3,2.7,0.7,1.3,2.6,2.9,25.1,0,0,0
P.J. Tucker,tuckepj01,F,81,27.6,2.5,6,0.413,0.9,2.4,0.357,0.485,0.9,1.1,0.774,1.4,4.4,5.8,1.2,1.4,0.2,0.8,2.4,6.7,0,0,0
Evan Turner,turneev01,F,65,25.5,3.6,8.5,0.426,0.5,1.8,0.263,0.454,1.3,1.6,0.825,0.6,3.2,3.8,3.2,0.8,0.4,1.5,1.9,9,0,0,0
Myles Turner,turnemy01,C,81,31.4,5.5,10.7,0.511,0.5,1.4,0.348,0.534,3,3.7,0.809,1.7,5.6,7.3,1.3,0.9,2.1,1.3,3.2,14.5,0,0,0
Beno Udrih,udrihbe01,G,39,14.4,2.4,5.1,0.467,0.3,0.8,0.344,0.495,0.8,0.9,0.941,0.2,1.3,1.5,3.4,0.3,0,0.9,0.7,5.8,0,0,0
Tyler Ulis,ulisty01,G,61,18.4,3,7.2,0.421,0.3,1.3,0.266,0.445,0.9,1.2,0.775,0.3,1.2,1.6,3.7,0.8,0.1,1.3,1.2,7.3,0,0,0
Jarrod Uthoff,uthofja01,F,9,12.8,1.8,4.2,0.421,0.3,1,0.333,0.461,0.6,0.8,0.714,0.9,1.6,2.4,1,0.2,0.4,0.3,0.9,4.4,0,0,0
Jonas Valanciunas,valanjo01,C,80,25.8,4.9,8.8,0.557,0,0,0.5,0.558,2.2,2.7,0.811,2.8,6.7,9.5,0.7,0.5,0.8,1.3,2.7,12,0,0,0
Denzel Valentine,valende01,G,57,17.1,1.8,5.1,0.354,1.3,3.6,0.351,0.481,0.2,0.3,0.778,0.2,2.5,2.6,1.1,0.5,0.1,0.9,1.5,5.1,0,0,0
Fred VanVleet,vanvlfr01,G,37,7.9,1.1,3,0.351,0.3,0.8,0.379,0.401,0.5,0.6,0.818,0.1,1,1.1,0.9,0.4,0.1,0.4,1,2.9,0,0,0
Anderson Varejao,varejan01,C,14,6.6,0.4,1,0.357,0,0,,0.357,0.6,0.8,0.727,0.9,1.1,1.9,0.7,0.2,0.2,0.6,1.1,1.3,0,0,0
Greivis Vasquez,vasqugr01,G,3,13,0.7,2.7,0.25,0.3,1,0.333,0.313,0.7,1,0.667,0,0.7,0.7,1.7,0.3,0.3,0.3,2,2.3,0,0,0
Rashad Vaughn,vaughra01,G,41,11.2,1.4,3.8,0.365,0.6,2,0.321,0.449,0,0.1,0.4,0.1,1.1,1.2,0.6,0.5,0.2,0.3,0.8,3.5,0,0,0
Noah Vonleh,vonleno01,F,74,17.1,1.8,3.6,0.481,0.1,0.3,0.35,0.494,0.8,1.3,0.638,1.8,3.5,5.2,0.4,0.4,0.4,0.9,2.1,4.4,0,0,0
Nikola Vucevic,vucevni01,C,75,28.8,6.4,13.7,0.468,0.3,1,0.307,0.48,1.4,2.1,0.669,2.3,8,10.4,2.8,1,1,1.6,2.4,14.6,0,0,0
Sasha Vujacic,vujacsa01,G,42,9.7,1,3.2,0.309,0.5,1.8,0.311,0.393,0.4,0.6,0.708,0.3,1.1,1.4,1.2,0.3,0,0.4,0.9,3,0,0,0
Dwyane Wade,wadedw01,G,60,29.9,6.9,15.9,0.434,0.8,2.4,0.31,0.457,3.7,4.7,0.794,1.1,3.5,4.5,3.8,1.4,0.7,2.3,1.9,18.3,0,0,0
Dion Waiters,waitedi01,G,46,30.1,6.1,14.4,0.424,1.8,4.7,0.395,0.488,1.8,2.8,0.646,0.4,2.9,3.3,4.3,0.9,0.4,2.2,2.1,15.8,0,0,0
Kemba Walker,walkeke02,G,79,34.7,8.1,18.3,0.444,3,7.6,0.399,0.527,3.8,4.5,0.847,0.6,3.3,3.9,5.5,1.1,0.3,2.1,1.5,23.2,0,0,0
John Wall,walljo01,G,78,36.4,8.3,18.4,0.451,1.1,3.5,0.327,0.482,5.4,6.8,0.801,0.8,3.4,4.2,10.7,2,0.6,4.1,1.9,23.1,1,0,0
Taurean Waller-Prince,princta02,F,59,16.6,1.9,4.8,0.4,0.6,1.7,0.324,0.458,1.3,1.6,0.787,0.4,2.2,2.7,0.9,0.7,0.5,1,1.6,5.7,0,0,0
T.J. Warren,warretj01,F,66,31,6.1,12.3,0.495,0.4,1.5,0.265,0.511,1.8,2.3,0.773,1.9,3.2,5.1,1.1,1.2,0.6,0.9,2.7,14.4,0,0,0
C.J. Watson,watsocj01,G,62,16.3,1.5,4,0.387,0.5,1.7,0.305,0.452,0.9,1.1,0.864,0.3,1.2,1.4,1.8,0.7,0,0.8,1.4,4.5,0,0,0
Briante Weber,weberbr01,G,20,10.3,1.3,3,0.417,0.1,0.5,0.1,0.425,0.6,0.8,0.688,0.4,0.9,1.3,1.1,0.6,0.1,0.4,0.8,3.1,0,0,0
David West,westda01,C,68,12.6,2,3.7,0.536,0,0.1,0.375,0.542,0.6,0.8,0.768,0.7,2.3,3,2.2,0.6,0.7,1.1,1.5,4.6,0,0,0
Russell Westbrook,westbru01,G,81,34.6,10.2,24,0.425,2.5,7.2,0.343,0.476,8.8,10.4,0.845,1.7,9,10.7,10.4,1.6,0.4,5.4,2.3,31.6,1,1,0
Okaro White,whiteok01,F,35,13.5,0.9,2.5,0.379,0.3,1,0.353,0.448,0.6,0.6,0.909,0.7,1.6,2.3,0.6,0.3,0.3,0.5,1.5,2.8,0,0,0
Isaiah Whitehead,whiteis01,G,73,22.5,2.8,7,0.402,0.6,2,0.295,0.445,1.2,1.5,0.805,0.4,2.1,2.5,2.6,0.6,0.5,1.9,2.4,7.4,0,0,0
Hassan Whiteside,whiteha01,C,77,32.6,7,12.6,0.557,0,0,,0.557,2.9,4.6,0.628,3.8,10.3,14.1,0.7,0.7,2.1,2,2.9,17,0,0,0
Andrew Wiggins,wiggian01,F,82,37.2,8.6,19.1,0.452,1.3,3.5,0.356,0.484,5,6.6,0.76,1.2,2.8,4,2.3,1,0.4,2.3,2.2,23.6,0,0,0
C.J. Wilcox,wilcocj01,G,22,4.9,0.4,1.4,0.258,0.1,0.7,0.2,0.306,0.1,0.1,1,0.2,0.4,0.5,0.5,0.1,0,0.3,0.4,1,0,0,0
Alan Williams,willial03,C,47,15.1,2.9,5.7,0.517,0,0,0,0.517,1.5,2.4,0.625,2,4.2,6.2,0.5,0.6,0.7,0.8,2.7,7.4,0,0,0
Deron Williams,willide01,G,64,25.9,4.1,9.4,0.438,1.3,3.7,0.363,0.509,1.4,1.7,0.826,0.2,2.1,2.3,5.6,0.5,0.1,2.2,2.2,11,0,0,0
Derrick Williams,willide02,F,50,16.1,2.2,4.9,0.443,0.6,1.9,0.309,0.504,1.2,1.8,0.652,0.4,2.2,2.6,0.6,0.3,0.1,0.6,1.2,6.1,0,0,0
Lou Williams,willilo02,G,81,24.6,5.3,12.3,0.429,2,5.5,0.365,0.511,5,5.6,0.88,0.3,2.2,2.5,3,1,0.2,2,1.1,17.5,0,0,0
Marvin Williams,willima02,F,76,30.2,3.9,9.3,0.422,1.6,4.7,0.35,0.51,1.7,2,0.873,1.2,5.4,6.6,1.4,0.8,0.7,0.8,1.8,11.2,0,0,0
Reggie Williams,willire02,F,6,13.2,1.3,3.8,0.348,0.8,1.8,0.455,0.457,1,1.2,0.857,0.3,0.7,1,0.7,0.5,0,0,0.3,4.5,0,0,0
Troy Williams,willitr02,F,30,18.6,2.4,5.6,0.437,0.6,2.1,0.29,0.491,0.7,1.1,0.656,0.5,1.8,2.3,0.8,0.9,0.3,1.1,2,6.2,0,0,0
Kyle Wiltjer,wiltjky01,F,14,3.1,0.3,1,0.286,0.3,0.9,0.308,0.429,0.1,0.1,0.5,0.3,0.4,0.7,0.1,0.2,0.1,0.4,0.3,0.9,0,0,0
Justise Winslow,winslju01,F,18,34.7,4.4,12.5,0.356,0.4,1.9,0.2,0.371,1.6,2.6,0.617,1.3,3.9,5.2,3.7,1.4,0.3,1.8,2.9,10.9,0,0,0
Jeff Withey,witheje01,C,51,8.5,1.1,2,0.534,0,0,0,0.534,0.7,0.9,0.75,1,1.4,2.4,0.1,0.3,0.6,0.3,1,2.9,0,0,0
Christian Wood,woodch01,F,13,8.2,0.9,1.8,0.522,0,0.4,0,0.522,0.8,1.2,0.733,1.1,1.2,2.2,0.2,0.2,0.5,0.5,0.8,2.7,0,0,0
Metta World Peace,artesro01,F,25,6.4,0.8,2.7,0.279,0.4,1.5,0.237,0.346,0.4,0.6,0.625,0.2,0.6,0.8,0.4,0.4,0.1,0.3,0.7,2.3,0,0,0
Brandan Wright,wrighbr03,F,28,16,3,4.8,0.615,0,0,0,0.615,0.8,1.3,0.657,1.1,1.7,2.8,0.5,0.4,0.7,0.4,1.5,6.8,0,0,0
Delon Wright,wrighde01,G,27,16.5,1.8,4.3,0.422,0.4,1.1,0.333,0.466,1.6,2,0.764,0.6,1.2,1.8,2.1,1,0.4,0.9,1.1,5.6,0,0,0
James Young,youngja01,G,29,7.6,0.9,2,0.431,0.4,1.2,0.343,0.534,0.2,0.3,0.667,0.2,0.7,0.9,0.1,0.3,0.1,0.1,0.5,2.3,0,0,0
Joe Young,youngjo01,G,33,4.1,0.8,2.2,0.361,0.2,0.7,0.217,0.396,0.3,0.5,0.733,0,0.5,0.5,0.5,0.1,0,0.2,0.2,2.1,0,0,0
Nick Young,youngni01,G,60,25.9,4.5,10.6,0.43,2.8,7,0.404,0.564,1.3,1.5,0.856,0.4,1.9,2.3,1,0.6,0.2,0.6,2.3,13.2,0,0,0
Thaddeus Young,youngth01,F,74,30.2,4.9,9.3,0.527,0.6,1.6,0.381,0.56,0.6,1.2,0.523,1.8,4.3,6.1,1.6,1.5,0.4,1.3,1.8,11,0,0,0
Cody Zeller,zelleco01,F,62,27.8,4.1,7.1,0.571,0,0,0,0.571,2.1,3.2,0.679,2.2,4.4,6.5,1.6,1,0.9,1,3,10.3,0,0,0
Tyler Zeller,zellety01,C,51,10.3,1.5,3.1,0.494,0,0,0,0.494,0.4,0.8,0.564,0.8,1.6,2.4,0.8,0.1,0.4,0.4,1.2,3.5,0,0,0
Stephen Zimmerman,zimmest01,C,19,5.7,0.5,1.6,0.323,0,0,,0.323,0.2,0.3,0.6,0.6,1.3,1.8,0.2,0.1,0.3,0.2,0.9,1.2,0,0,0
Paul Zipser,zipsepa01,F,44,19.2,2,5,0.398,0.8,2.3,0.333,0.473,0.7,0.9,0.775,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,5.5,0,0,0
Ivica Zubac,zubaciv01,C,38,16,3.3,6.3,0.529,0,0.1,0,0.529,0.8,1.3,0.653,1.1,3.1,4.2,0.8,0.4,0.9,0.8,1.7,7.5,0,0,0
