Player,playerID,pos,GP,minutes,fgMade,fgAttempted,fgPct,threeMade,threeAttempted,threePct,efgPct,ftMade,ftAttempted,ftPct,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,points,allNBA,MVP,DPY
Serge Ibaka,ibakase01,F,79,30.7,6,12.4,0.48,1.6,4,0.391,0.543,1.4,1.6,0.856,1.6,5.2,6.8,0.9,0.5,1.6,1.3,2.7,14.8,0,0,0
Andre Iguodala,iguodan01,F,76,26.3,2.9,5.5,0.528,0.8,2.3,0.362,0.605,0.9,1.3,0.706,0.7,3.3,4,3.4,1,0.5,0.8,1.3,7.6,0,0,0
Ersan Ilyasova,ilyaser01,F,82,26.1,4.7,10.9,0.431,1.7,4.9,0.353,0.511,2,2.5,0.778,1.4,4.5,5.9,1.7,0.7,0.3,1.4,2.6,13.1,0,0,0
Joe Ingles,inglejo01,F,82,24,2.5,5.5,0.452,1.5,3.4,0.441,0.589,0.6,0.8,0.735,0.3,2.9,3.2,2.7,1.2,0.1,1.3,2,7.1,0,0,0
Brandon Ingram,ingrabr01,F,79,28.8,3.5,8.7,0.402,0.7,2.4,0.294,0.442,1.7,2.7,0.621,0.8,3.2,4,2.1,0.6,0.5,1.5,2,9.4,0,0,0
Kyrie Irving,irvinky01,G,72,35.1,9.3,19.7,0.473,2.5,6.1,0.401,0.535,4.1,4.6,0.905,0.7,2.5,3.2,5.8,1.2,0.3,2.5,2.2,25.2,0,0,0
Jarrett Jack,jackja01,G,2,16.5,1,1.5,0.667,0,0.5,0,0.667,1,1,1,0,0,0,2.5,1,0,1.5,2,3,0,0,0
Demetrius Jackson,jacksde01,G,5,3.4,0.6,0.8,0.75,0.2,0.2,1,0.875,0.6,1.2,0.5,0.4,0.4,0.8,0.6,0,0,0,0,2,0,0,0
Pierre Jackson,jackspi01,G,8,10.5,1.6,4.9,0.333,0.4,1.4,0.273,0.372,0.8,0.9,0.857,0.1,1,1.1,2.4,0.3,0,0.4,0.6,4.4,0,0,0
Reggie Jackson,jacksre01,G,52,27.4,5.5,13,0.419,1.3,3.5,0.359,0.468,2.3,2.6,0.868,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5,14.5,0,0,0
LeBron James,jamesle01,F,74,37.8,9.9,18.2,0.548,1.7,4.6,0.363,0.594,4.8,7.2,0.674,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.4,1,0,0
Al Jefferson,jeffeal01,C,66,14.1,3.6,7.1,0.499,0,0,0,0.499,1,1.3,0.765,1.1,3.1,4.2,0.9,0.3,0.2,0.5,1.9,8.1,0,0,0
Richard Jefferson,jefferi01,F,79,20.4,1.9,4.3,0.446,0.8,2.4,0.333,0.536,1,1.4,0.741,0.4,2.2,2.6,1,0.3,0.1,0.7,1.9,5.7,0,0,0
John Jenkins,jenkijo01,G,4,3.3,0.5,1.3,0.4,0.3,0.5,0.5,0.5,0.5,0.5,1,0,0.3,0.3,0.3,0,0,0,0,1.8,0,0,0
Brandon Jennings,jennibr01,G,81,22.2,2.4,6.6,0.359,1,3.1,0.313,0.433,1.4,1.9,0.75,0.4,2.1,2.4,4.9,0.9,0,1.6,1.4,7.1,0,0,0
Jonas Jerebko,jerebjo01,F,78,15.8,1.5,3.4,0.435,0.6,1.7,0.346,0.521,0.3,0.5,0.703,0.8,2.7,3.5,0.9,0.3,0.2,0.5,1.6,3.8,0,0,0
Amir Johnson,johnsam01,F,80,20.1,2.7,4.6,0.576,0.3,0.8,0.409,0.612,0.8,1.3,0.67,1.5,3.1,4.6,1.8,0.6,0.8,1,2.6,6.5,0,0,0
Brice Johnson,johnsbr02,F,3,3,0.7,2.3,0.286,0,0,,0.286,0,0,,0.3,0.7,1,0.3,0.7,0.3,0.3,0,1.3,0,0,0
James Johnson,johnsja01,F,76,27.4,4.8,10.1,0.479,1.1,3.4,0.34,0.535,2,2.8,0.707,0.9,4.1,4.9,3.6,1,1.1,2.3,2.6,12.8,0,0,0
Joe Johnson,johnsjo02,F,78,23.6,3.5,8,0.436,1.4,3.3,0.411,0.521,0.8,1,0.818,0.4,2.7,3.1,1.8,0.5,0.2,0.9,1.2,9.2,0,0,0
Stanley Johnson,johnsst04,F,77,17.8,1.7,4.7,0.353,0.6,2,0.292,0.415,0.5,0.7,0.679,0.5,2,2.5,1.4,0.7,0.3,0.9,1.6,4.4,0,0,0
Tyler Johnson,johnsty01,G,73,29.8,4.9,11.3,0.433,1.3,3.4,0.372,0.49,2.7,3.5,0.768,0.7,3.3,4,3.2,1.2,0.6,1.2,2.4,13.7,0,0,0
Wesley Johnson,johnswe01,F,68,11.9,1.1,2.9,0.365,0.4,1.7,0.246,0.438,0.2,0.3,0.647,0.4,2.3,2.7,0.3,0.4,0.4,0.3,1.2,2.7,0,0,0
Nikola Jokic,jokicni01,C,73,27.9,6.8,11.7,0.578,0.6,1.9,0.324,0.605,2.6,3.1,0.825,2.9,6.9,9.8,4.9,0.8,0.8,2.3,2.9,16.7,0,0,0
Dahntay Jones,jonesda02,F,1,12,3,8,0.375,0,2,0,0.375,3,4,0.75,1,1,2,1,0,0,1,1,9,0,0,0
Damian Jones,jonesda03,C,10,8.5,0.8,1.6,0.5,0,0,,0.5,0.3,1,0.3,0.9,1.4,2.3,0,0.1,0.4,0.6,1.5,1.9,0,0,0
Derrick Jones,jonesde02,F,32,17,2.1,3.8,0.562,0.1,0.3,0.273,0.574,0.9,1.3,0.707,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2,5.3,0,0,0
James Jones,jonesja02,F,48,7.9,0.9,1.9,0.478,0.6,1.4,0.47,0.647,0.3,0.4,0.65,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.8,2.8,0,0,0
Terrence Jones,joneste01,F,54,23.5,4.3,9.1,0.47,0.4,1.4,0.253,0.489,1.9,3.1,0.606,1.2,4.5,5.7,1.1,0.7,1,0.9,1.2,10.8,0,0,0
Tyus Jones,jonesty01,G,60,12.9,1.3,3,0.414,0.4,1.2,0.356,0.486,0.6,0.7,0.767,0.2,1,1.1,2.6,0.8,0.1,0.6,0.8,3.5,0,0,0
DeAndre Jordan,jordade01,C,81,31.7,5.1,7.1,0.714,0,0,0,0.714,2.5,5.2,0.482,3.7,10.1,13.8,1.2,0.6,1.7,1.4,2.6,12.7,1,0,0
Cory Joseph,josepco01,G,80,25,3.7,8.3,0.452,0.6,1.7,0.356,0.489,1.2,1.5,0.77,0.6,2.3,2.9,3.3,0.8,0.2,1.4,1.8,9.3,0,0,0
Frank Kaminsky,kaminfr01,C,75,26.1,4.3,10.7,0.399,1.5,4.7,0.328,0.471,1.6,2.1,0.756,0.8,3.7,4.5,2.2,0.6,0.5,1,1.9,11.7,0,0,0
Enes Kanter,kanteen01,C,72,21.3,5.6,10.2,0.545,0.1,0.5,0.132,0.549,3.1,4,0.786,2.7,4,6.7,0.9,0.4,0.5,1.7,2.1,14.3,0,0,0
Ryan Kelly,kellyry01,F,16,6.9,0.5,1.8,0.286,0.3,0.6,0.4,0.357,0.3,0.4,0.833,0.1,1.1,1.1,0.5,0.3,0.3,0.3,0.3,1.6,0,0,0
Michael Kidd-Gilchrist,kiddgmi01,F,81,29,3.6,7.6,0.477,0,0.1,0.111,0.478,1.9,2.4,0.784,1.9,5,7,1.4,1,1,0.7,2.3,9.2,0,0,0
Sean Kilpatrick,kilpase01,G,70,25.1,4.4,10.5,0.415,1.5,4.4,0.341,0.486,2.9,3.5,0.843,0.3,3.7,4,2.2,0.6,0.1,1.9,1.7,13.1,0,0,0
Brandon Knight,knighbr03,G,54,21.1,3.9,9.7,0.398,0.8,2.6,0.324,0.441,2.4,2.9,0.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6,11,0,0,0
Kyle Korver,korveky01,G,67,26.2,3.6,7.7,0.464,2.4,5.4,0.451,0.621,0.6,0.6,0.905,0.1,2.7,2.8,1.6,0.5,0.3,1,1.6,10.1,0,0,0
Kosta Koufos,koufoko01,C,71,20,3,5.5,0.551,0,0,0,0.551,0.5,0.9,0.613,1.7,4,5.7,0.7,0.5,0.7,0.9,2.4,6.6,0,0,0
Mindaugas Kuzminskas,kuzmimi01,F,68,14.9,2.3,5.4,0.428,0.8,2.5,0.321,0.501,0.8,1,0.809,0.7,1.2,1.9,1,0.4,0.2,0.8,1.2,6.3,0,0,0
Skal Labissiere,labissk01,F,33,18.5,3.5,6.6,0.537,0.1,0.2,0.375,0.544,1.6,2.2,0.703,1.5,3.4,4.9,0.8,0.5,0.4,1.1,1.9,8.8,0,0,0
Jeremy Lamb,lambje01,G,62,18.4,3.6,7.9,0.46,0.7,2.4,0.281,0.502,1.8,2.1,0.853,0.5,3.8,4.3,1.2,0.4,0.4,0.6,1.6,9.7,0,0,0
Nicolas Laprovittola,laproni01,G,18,9.7,1.1,2.6,0.426,0.6,1.5,0.37,0.532,0.5,0.5,1,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3,0,0,0
Joffrey Lauvergne,lauvejo01,C,70,14,2.1,4.8,0.44,0.5,1.4,0.337,0.49,0.7,1,0.63,1,2.6,3.6,1,0.4,0.1,0.8,1.2,5.4,0,0,0
Zach LaVine,lavinza01,G,47,37.2,6.9,15.1,0.459,2.6,6.6,0.387,0.544,2.5,3,0.836,0.4,3,3.4,3,0.9,0.2,1.8,2.2,18.9,0,0,0
Ty Lawson,lawsoty01,G,69,25.1,3.4,7.6,0.454,0.5,1.7,0.288,0.487,2.5,3.1,0.797,0.6,2,2.6,4.8,1.1,0.1,1.9,1.7,9.9,0,0,0
Jake Layman,laymaja01,F,35,7.1,0.7,2.5,0.292,0.4,1.5,0.255,0.365,0.4,0.5,0.765,0.2,0.5,0.7,0.3,0.3,0.1,0.3,0.6,2.2,0,0,0
Courtney Lee,leeco01,G,77,31.9,4.2,9.1,0.456,1.4,3.5,0.401,0.533,1.1,1.3,0.867,0.7,2.7,3.4,2.3,1.1,0.3,0.9,1.8,10.8,0,0,0
David Lee,leeda02,F,79,18.7,3.1,5.3,0.59,0,0,,0.59,1,1.4,0.708,1.9,3.7,5.6,1.6,0.4,0.5,1,1.6,7.3,0,0,0
Alex Len,lenal01,C,77,20.3,3,6,0.497,0,0.2,0.25,0.5,1.9,2.7,0.721,2,4.6,6.6,0.6,0.5,1.3,1.3,3.1,8,0,0,0
Kawhi Leonard,leonaka01,F,74,33.4,8.6,17.7,0.485,2,5.2,0.38,0.541,6.3,7.2,0.88,1.1,4.7,5.8,3.5,1.8,0.7,2.1,1.6,25.5,1,0,0
Meyers Leonard,leoname01,F,74,16.5,2,5.1,0.386,1,2.9,0.347,0.484,0.5,0.5,0.875,0.4,2.8,3.2,1,0.2,0.4,0.5,2.3,5.4,0,0,0
Jon Leuer,leuerjo01,F,75,25.9,4.1,8.6,0.48,0.7,2.2,0.293,0.518,1.3,1.5,0.867,1.4,4,5.4,1.5,0.4,0.3,0.9,1.9,10.2,0,0,0
Caris LeVert,leverca01,F,57,21.7,3,6.7,0.45,1,3.2,0.321,0.528,1.2,1.6,0.72,0.4,2.9,3.3,1.9,0.9,0.1,1,1.6,8.2,0,0,0
DeAndre Liggins,liggide01,G,62,12.5,0.9,2.3,0.387,0.3,0.7,0.37,0.447,0.4,0.6,0.625,0.3,1.4,1.7,0.9,0.8,0.2,0.7,1.3,2.5,0,0,0
Damian Lillard,lillada01,G,75,35.9,8.8,19.8,0.444,2.9,7.7,0.37,0.516,6.5,7.3,0.895,0.6,4.3,4.9,5.9,0.9,0.3,2.6,2,27,0,0,0
Jeremy Lin,linje01,G,36,24.5,4.9,11.1,0.438,1.6,4.3,0.372,0.51,3.2,3.9,0.816,0.3,3.4,3.8,5.1,1.2,0.4,2.4,2.2,14.5,0,0,0
Shaun Livingston,livinsh01,G,76,17.7,2.3,4.2,0.547,0,0,0.333,0.549,0.6,0.8,0.7,0.4,1.6,2,1.8,0.5,0.3,0.8,1.6,5.1,0,0,0
Shawn Long,longsh01,C,18,13,3.4,6.1,0.56,0.4,1.1,0.368,0.592,1.1,1.9,0.543,2.3,2.4,4.7,0.7,0.5,0.5,0.7,2.7,8.2,0,0,0
Kevon Looney,looneke01,C,53,8.4,1.1,2,0.523,0,0.2,0.222,0.533,0.4,0.6,0.618,0.8,1.5,2.3,0.5,0.3,0.3,0.3,1.2,2.5,0,0,0
Brook Lopez,lopezbr01,C,75,29.6,7.4,15.6,0.474,1.8,5.2,0.346,0.531,3.9,4.9,0.81,1.6,3.8,5.4,2.3,0.5,1.7,2.5,2.6,20.5,0,0,0
Robin Lopez,lopezro01,C,81,28,4.7,9.6,0.493,0,0,0,0.493,0.9,1.3,0.721,3,3.4,6.4,1,0.2,1.4,1.1,1.9,10.4,0,0,0
Kevin Love,loveke01,F,60,31.4,6.2,14.5,0.427,2.4,6.5,0.373,0.51,4.3,4.9,0.871,2.5,8.6,11.1,1.9,0.9,0.4,2,2.1,19,0,0,0
Kyle Lowry,lowryky01,G,60,37.4,7.1,15.3,0.464,3.2,7.8,0.412,0.569,5,6.1,0.819,0.8,4,4.8,7,1.5,0.3,2.9,2.8,22.4,0,0,0
John Lucas III,lucasjo02,G,5,2.2,0.2,0.8,0.25,0,0.2,0,0.25,0,0,,0,0,0,0.2,0.4,0,0,0,0.4,0,0,0
Timothe Luwawu-Cabarrot,luwawti01,F,69,17.2,2.1,5.2,0.402,0.7,2.3,0.311,0.471,1.5,1.8,0.854,0.4,1.8,2.2,1.1,0.5,0.1,1.1,2.2,6.4,0,0,0
Trey Lyles,lylestr01,F,71,16.3,2.2,6.2,0.362,0.9,2.9,0.319,0.436,0.8,1.1,0.722,0.7,2.6,3.3,1,0.4,0.3,0.9,1.4,6.2,0,0,0
Sheldon Mac,mcclesh01,G,30,9.6,1,2.5,0.4,0.2,1,0.233,0.447,0.8,0.9,0.852,0.1,1,1.1,0.5,0.3,0.1,0.2,0.6,3,0,0,0
Shelvin Mack,macksh01,G,55,21.9,3.1,6.9,0.446,0.7,2.2,0.308,0.495,1,1.4,0.688,0.4,1.9,2.3,2.8,0.8,0.1,1.6,1.8,7.8,0,0,0
Ian Mahinmi,mahinia01,C,31,17.9,2.1,3.6,0.586,0,0,,0.586,1.4,2.4,0.573,1.5,3.3,4.8,0.6,1.1,0.8,1.1,2.9,5.6,0,0,0
Thon Maker,makerth01,C,57,9.9,1.5,3.2,0.459,0.5,1.3,0.378,0.536,0.6,0.9,0.653,0.7,1.3,2,0.4,0.2,0.5,0.3,1.5,4,0,0,0
Boban Marjanovic,marjabo01,C,35,8.4,2.1,3.8,0.545,0,0,,0.545,1.3,1.7,0.81,1.3,2.4,3.7,0.3,0.2,0.3,0.3,0.7,5.5,0,0,0
Jarell Martin,martija01,F,42,13.3,1.4,3.6,0.384,0.2,0.6,0.36,0.414,1,1.2,0.8,1,2.9,3.9,0.2,0.4,0.2,0.7,2.2,3.9,0,0,0
Wesley Matthews,matthwe02,G,73,34.2,4.6,11.6,0.393,2.4,6.6,0.363,0.496,2,2.5,0.816,0.2,3.3,3.5,2.9,1.1,0.2,1.4,2.2,13.5,0,0,0
Luc Mbah a Moute,mbahalu01,F,80,22.3,2.4,4.7,0.505,0.5,1.4,0.391,0.562,0.7,1.1,0.678,0.6,1.6,2.1,0.5,1,0.4,0.6,1.5,6.1,0,0,0
James Michael McAdoo,mcadoja01,F,52,8.8,1.2,2.3,0.53,0,0.2,0.25,0.538,0.4,0.8,0.5,0.7,1.1,1.8,0.3,0.3,0.6,0.4,0.9,2.8,0,0,0
Patrick McCaw,mccawpa01,G,71,15.1,1.5,3.5,0.433,0.6,1.7,0.333,0.516,0.4,0.5,0.784,0.3,1.1,1.4,1.1,0.5,0.2,0.5,0.9,4,0,0,0
C.J. McCollum,mccolcj01,G,80,35,8.7,18,0.48,2.3,5.5,0.421,0.544,3.4,3.7,0.912,0.8,2.9,3.6,3.6,0.9,0.5,2.2,2.5,23,0,0,0
T.J. McConnell,mccontj01,G,81,26.3,2.9,6.3,0.461,0.1,0.7,0.2,0.472,0.9,1.1,0.811,0.5,2.6,3.1,6.6,1.7,0.1,2,1.7,6.9,0,0,0
Chris McCullough,mcculch01,F,16,5,1,2,0.5,0.1,0.4,0.143,0.516,0.2,0.3,0.6,0.6,0.6,1.2,0.1,0.1,0.1,0.2,0.4,2.3,0,0,0
K.J. McDaniels,mcdankj01,F,49,10.3,1.6,3.4,0.456,0.4,1.3,0.303,0.515,0.7,0.8,0.842,0.3,1.4,1.7,0.3,0.4,0.4,0.6,1,4.2,0,0,0
Doug McDermott,mcderdo01,F,66,22.8,3.4,7.5,0.447,1.2,3.2,0.37,0.524,1.1,1.3,0.845,0.3,2.4,2.7,0.9,0.2,0.1,0.6,1.2,9,0,0,0
JaVale McGee,mcgeeja01,C,77,9.6,2.7,4.1,0.652,0,0,0,0.652,0.7,1.4,0.505,1.3,1.9,3.2,0.2,0.2,0.9,0.5,1.4,6.1,0,0,0
Rodney McGruder,mcgruro01,G,78,25.2,2.4,5.9,0.413,0.9,2.8,0.332,0.492,0.6,0.9,0.62,1.2,2.1,3.3,1.6,0.6,0.2,0.7,1.8,6.4,0,0,0
Ben McLemore,mclembe01,G,61,19.3,3,6.9,0.43,1.1,2.8,0.382,0.507,1.1,1.5,0.753,0.3,1.8,2.1,0.8,0.5,0.1,1,1.8,8.1,0,0,0
Jordan McRae,mcraejo01,G,37,10.4,1.6,4.1,0.387,0.5,1.4,0.353,0.447,0.7,0.9,0.794,0.2,0.9,1.1,0.5,0.2,0.2,0.4,0.8,4.4,0,0,0
Josh McRoberts,mcrobjo01,F,22,17.3,2,5.4,0.373,0.6,1.4,0.419,0.428,0.3,0.4,0.667,1,2.3,3.4,2.3,0.5,0.2,1,1.4,4.9,0,0,0
Jodie Meeks,meeksjo01,G,36,20.5,2.9,7.1,0.402,1.6,3.8,0.409,0.512,1.8,2.1,0.878,0.1,2,2.1,1.3,0.9,0.1,1,1.1,9.1,0,0,0
Salah Mejri,mejrisa01,C,73,12.4,1.2,1.9,0.642,0,0,0.333,0.646,0.5,0.8,0.59,1.3,2.9,4.2,0.2,0.4,0.8,0.5,2.1,2.9,0,0,0
Jordan Mickey,mickejo01,F,25,5.6,0.6,1.4,0.441,0,0,0,0.441,0.3,0.6,0.571,0.5,0.8,1.4,0.3,0.1,0.2,0.4,0.5,1.5,0,0,0
Khris Middleton,middlkh01,F,29,30.7,5.2,11.5,0.45,1.6,3.6,0.433,0.518,2.8,3.2,0.88,0.4,3.9,4.2,3.4,1.4,0.2,2.2,2.7,14.7,0,0,0
C.J. Miles,milescj01,F,76,23.4,3.7,8.5,0.434,2.2,5.4,0.413,0.565,1.1,1.2,0.903,0.4,2.6,3,0.6,0.6,0.3,0.5,2,10.7,0,0,0
Mike Miller,millemi01,F,20,7.6,0.5,1.2,0.391,0.4,1,0.4,0.565,0.1,0.1,1,0.1,1.8,1.9,1.1,0.1,0,0.7,0.5,1.4,0,0,0
Patty Mills,millspa02,G,80,21.9,3.4,7.8,0.44,1.8,4.4,0.414,0.558,0.8,1,0.825,0.3,1.5,1.8,3.5,0.8,0,1.3,1.4,9.5,0,0,0
Elijah Millsap,millsel01,G,2,11.5,0.5,3.5,0.143,0,1,0,0.143,0.5,1,0.5,1.5,1.5,3,0.5,0,0,1,1,1.5,0,0,0
Paul Millsap,millspa01,F,69,34,6.2,14.1,0.442,1.1,3.5,0.311,0.481,4.5,5.9,0.768,1.6,6.1,7.7,3.7,1.3,0.9,2.3,2.7,18.1,0,0,0
Nikola Mirotic,mirotni01,F,70,24,3.7,8.9,0.413,1.8,5.4,0.342,0.516,1.4,1.8,0.773,0.9,4.6,5.5,1.1,0.8,0.8,1.1,1.8,10.6,0,0,0
Greg Monroe,monrogr01,C,81,22.5,4.8,9,0.533,0,0,0,0.533,2.2,3,0.741,2.1,4.5,6.6,2.3,1.1,0.5,1.7,2.1,11.7,0,0,0
E'Twaun Moore,mooreet01,G,73,24.9,3.9,8.5,0.457,1.1,2.8,0.37,0.519,0.8,1,0.77,0.5,1.6,2.1,2.2,0.7,0.4,0.8,1.8,9.6,0,0,0
Marcus Morris,morrima03,F,79,32.5,5.3,12.7,0.418,1.5,4.5,0.331,0.477,1.8,2.3,0.784,1,3.7,4.6,2,0.7,0.3,1.1,2.1,14,0,0,0
Markieff Morris,morrima02,F,76,31.2,5.3,11.7,0.457,0.9,2.6,0.362,0.497,2.4,2.8,0.837,1.4,5.1,6.5,1.7,1.1,0.6,1.7,3.3,14,0,0,0
Anthony Morrow,morroan01,G,49,14.6,2,5.1,0.389,0.8,2.7,0.308,0.47,0.7,0.8,0.919,0.2,0.4,0.6,0.5,0.5,0,0.1,0.9,5.5,0,0,0
Donatas Motiejunas,motiedo01,F,34,14.1,1.7,4.1,0.413,0.3,1.4,0.234,0.453,0.7,1.4,0.51,0.8,2.2,3,0.9,0.5,0.3,0.9,1.6,4.4,0,0,0
Timofey Mozgov,mozgoti01,C,54,20.4,3.1,6.1,0.515,0,0,0,0.515,1.2,1.4,0.808,1.9,3,4.9,0.8,0.3,0.6,1.3,2.5,7.4,0,0,0
Emmanuel Mudiay,mudiaem01,G,55,25.6,3.8,10,0.377,1,3.2,0.315,0.428,2.4,3,0.784,0.5,2.7,3.2,3.9,0.7,0.2,2.2,1.7,11,0,0,0
Shabazz Muhammad,muhamsh01,F,78,19.4,3.7,7.7,0.482,0.6,1.9,0.338,0.523,1.9,2.4,0.774,1.1,1.7,2.8,0.4,0.3,0.1,0.7,1.1,9.9,0,0,0
Dejounte Murray,murrade01,G,38,8.5,1.3,3.1,0.431,0.2,0.6,0.391,0.47,0.6,0.8,0.7,0.2,0.9,1.1,1.3,0.2,0.2,1,0.8,3.4,0,0,0
Jamal Murray,murraja01,G,82,21.5,3.6,8.9,0.404,1.4,4.2,0.334,0.483,1.3,1.5,0.883,0.5,2.1,2.6,2.1,0.6,0.3,1.4,1.5,9.9,0,0,0
Mike Muscala,muscami01,C,70,17.7,2.4,4.8,0.504,0.7,1.6,0.418,0.573,0.7,0.9,0.766,1.1,2.3,3.4,1.4,0.4,0.6,0.8,1.4,6.2,0,0,0
Larry Nance Jr.,nancela02,F,63,22.9,3,5.7,0.526,0.2,0.6,0.278,0.54,0.9,1.3,0.738,1.9,4,5.9,1.5,1.3,0.6,0.9,2.4,7.1,0,0,0
Shabazz Napier,napiesh01,G,53,9.7,1.4,3.5,0.399,0.6,1.7,0.37,0.492,0.7,0.9,0.776,0.2,1,1.2,1.3,0.6,0,0.8,0.7,4.1,0,0,0
Maurice Ndour,ndourma01,F,32,10.3,1.2,2.7,0.453,0,0.2,0.143,0.459,0.6,0.8,0.731,0.7,1.3,2,0.3,0.5,0.3,0.4,0.9,3.1,0,0,0
Gary Neal,nealga01,G,2,9,0,3.5,0,0,1,0,0,2,2,1,0,0.5,0.5,0.5,0,0,0,0.5,2,0,0,0
Jameer Nelson,nelsoja01,G,75,27.3,3.6,8.1,0.444,1.4,3.6,0.388,0.531,0.6,0.8,0.714,0.4,2.2,2.6,5.1,0.7,0.1,1.7,2.6,9.2,0,0,0
Raul Neto,netora01,G,40,8.7,1,2.3,0.451,0.3,0.8,0.323,0.505,0.2,0.2,0.889,0.1,0.7,0.8,0.9,0.5,0.1,0.4,1.2,2.5,0,0,0
Georges Niang,niangge01,F,23,4,0.4,1.6,0.25,0,0.5,0.083,0.264,0.1,0.1,1,0.1,0.7,0.7,0.2,0.1,0,0.2,0.3,0.9,0,0,0
Andrew Nicholson,nichoan01,F,38,9,1.1,2.9,0.387,0.1,0.7,0.185,0.41,0.2,0.4,0.643,0.4,1.2,1.6,0.3,0.4,0.2,0.4,1.4,2.6,0,0,0
Joakim Noah,noahjo01,C,46,22.1,2.2,4.4,0.49,0,0,0,0.49,0.7,1.7,0.436,3.5,5.2,8.8,2.2,0.7,0.8,1.3,2.8,5,0,0,0
Nerlens Noel,noelne01,C,51,20.5,3.6,6.1,0.595,0,0,0,0.595,1.5,2.2,0.694,1.8,3.9,5.8,1,1.3,1,1,2.5,8.7,0,0,0
Lucas Nogueira,noguelu01,C,57,19.1,1.8,2.7,0.66,0.1,0.2,0.25,0.67,0.8,1.2,0.657,1.4,2.8,4.3,0.7,0.9,1.6,0.8,2.4,4.4,0,0,0
Steve Novak,novakst01,F,8,2.8,0.3,0.9,0.286,0.1,0.8,0.167,0.357,0,0,,0,0.4,0.4,0,0,0,0,0.1,0.6,0,0,0
Dirk Nowitzki,nowitdi01,F,54,26.4,5.5,12.6,0.437,1.5,3.9,0.378,0.495,1.8,2.1,0.875,0.4,6.1,6.5,1.5,0.6,0.7,0.9,2.1,14.2,0,0,0
Jusuf Nurkic,nurkiju01,C,65,21.4,4.2,8.2,0.507,0,0,0,0.507,1.8,3.2,0.571,2.4,4.8,7.2,1.9,0.8,1.1,2.2,2.5,10.2,0,0,0
David Nwaba,nwabada01,G,20,19.9,2.4,4.1,0.58,0.1,0.3,0.2,0.586,1.3,2,0.641,0.9,2.3,3.2,0.7,0.7,0.4,0.6,1.8,6,0,0,0
Johnny O'Bryant,obryajo01,F,11,7.3,1.4,2.7,0.5,0.3,0.5,0.5,0.55,0.5,0.5,0.833,0.8,0.9,1.7,0.5,0,0.1,0.5,0.9,3.5,0,0,0
Kyle O'Quinn,oquinky01,C,79,15.6,2.7,5.2,0.521,0,0.2,0.118,0.523,0.8,1.1,0.771,2,3.6,5.6,1.5,0.5,1.3,1,2.2,6.3,0,0,0
Daniel Ochefu,ochefda01,C,19,3.9,0.6,1.4,0.444,0,0,,0.444,0,0.1,0,0.3,0.9,1.2,0.2,0.1,0,0.2,0.9,1.3,0,0,0
Jahlil Okafor,okafoja01,C,50,22.7,4.8,9.4,0.514,0,0,,0.514,2.1,3.2,0.671,1.6,3.2,4.8,1.2,0.4,1,1.8,2.4,11.8,0,0,0
Victor Oladipo,oladivi01,G,67,33.2,6.1,13.9,0.442,1.9,5.3,0.361,0.51,1.7,2.3,0.753,0.6,3.8,4.3,2.6,1.2,0.3,1.8,2.3,15.9,0,0,0
Kelly Olynyk,olynyke01,C,75,20.5,3.5,6.8,0.512,0.9,2.6,0.354,0.579,1.2,1.6,0.732,1,3.8,4.8,2,0.6,0.4,1.3,2.8,9,0,0,0
Arinze Onuaku,onuakar01,C,8,3.5,0.3,0.5,0.5,0,0,,0.5,0,0,,0.3,0.5,0.8,0.3,0,0.1,0.3,0.4,0.5,0,0,0
Chinanu Onuaku,onuakch01,C,5,10.4,1,1.4,0.714,0,0,,0.714,0.8,0.8,1,0.4,1.6,2,0.6,0.6,0.2,0.8,1.2,2.8,0,0,0
Kelly Oubre,oubreke01,F,79,20.3,2.4,5.6,0.421,0.7,2.4,0.287,0.482,0.9,1.3,0.758,0.8,2.5,3.3,0.6,0.7,0.2,0.6,2.5,6.3,0,0,0
Zaza Pachulia,pachuza01,C,70,18.1,2.3,4.4,0.534,0,0,0,0.534,1.4,1.8,0.778,2,3.9,5.9,1.9,0.8,0.5,1.2,2.4,6.1,0,0,0
Georgios Papagiannis,papagge01,C,22,16.1,2.5,4.6,0.549,0,0.1,0,0.549,0.5,0.6,0.857,1.1,2.8,3.9,0.9,0.1,0.8,1.1,2,5.6,0,0,0
Jabari Parker,parkeja01,F,51,33.9,7.8,16,0.49,1.3,3.5,0.365,0.53,3.2,4.3,0.743,1.5,4.6,6.2,2.8,1,0.4,1.8,2.2,20.1,0,0,0
Tony Parker,parketo01,G,63,25.2,4.2,9,0.466,0.4,1.1,0.333,0.486,1.3,1.9,0.726,0.1,1.7,1.8,4.5,0.5,0,1.4,1.5,10.1,0,0,0
Chandler Parsons,parsoch01,F,34,19.9,2.2,6.5,0.338,0.7,2.7,0.269,0.394,1,1.3,0.814,0.2,2.3,2.5,1.6,0.6,0.1,0.7,1.5,6.2,0,0,0
